locality,postal_code,region,construction_year,energy_class,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
LAMBUSART,6220,Wallonie,,None,APARTMENT,APARTMENT,299000,residential_sale,3,,None,0,1,0,,0,,135,,,0,None
Jumet,6040,Wallonie,,B,HOUSE,HOUSE,280000,residential_sale,4,31,0,0,1,0,,0,,250,260,,0,AS_NEW
Dilbeek,1703,Flanders,,None,HOUSE,HOUSE,529000,residential_sale,3,,None,0,0,1,,1,,240,,,0,None
Roeselare,8800,Flanders,,B,APARTMENT,APARTMENT,270000,residential_sale,3,40,1,0,0,1,50,0,,145,,,0,AS_NEW
Wevelgem,8560,Flanders,,None,APARTMENT,APARTMENT,165000,residential_sale,2,,None,0,0,0,,0,,60,,,0,None
Havelange,5370,Wallonie,,None,HOUSE,HOUSE,530000,residential_sale,10,,None,0,0,0,,0,,459,,,0,None
Brugge,8000,Flanders,,None,HOUSE,HOUSE,349000,residential_sale,3,,None,0,0,1,,0,,136,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,,None,APARTMENT,APARTMENT,299000,residential_sale,2,,None,0,0,1,2,0,,80,,,0,None
Antwerp,2170,Flanders,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,1,1,2,0,,97,,,0,None
Liège,4000,Wallonie,,None,APARTMENT,APARTMENT,160000,residential_sale,1,,None,0,1,1,8,0,,65,,,0,None
Saint-Josse-ten-Noode,1210,Brussels,,None,APARTMENT,DUPLEX,269000,residential_sale,2,,None,0,0,1,9,0,,91,,,0,None
Assebroek,8310,Flanders,,None,APARTMENT,APARTMENT,349000,residential_sale,3,,None,0,0,1,,0,,136,,,0,None
Gent,9000,Flanders,,None,APARTMENT,APARTMENT,295000,residential_sale,1,,None,0,0,0,,0,,72,,,0,None
Schoten,2900,Flanders,,None,HOUSE,HOUSE,375000,residential_sale,2,,None,0,1,0,,1,250,167,,,0,None
Liège,4020,Wallonie,,None,APARTMENT,APARTMENT,159000,residential_sale,2,,None,0,1,0,,0,,88,,,0,None
Libramont-Chevigny,6800,Wallonie,,None,APARTMENT,FLAT_STUDIO,119000,residential_sale,0,,None,0,0,1,12,0,,35,,,0,None
Aalbeke,8511,Flanders,,None,APARTMENT,APARTMENT,265000,residential_sale,2,,None,0,0,1,,0,,106,,,0,None
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,445000,residential_sale,2,,None,0,1,1,10,0,,105,,,0,None
Assebroek,8310,Flanders,,None,APARTMENT,APARTMENT,349000,residential_sale,3,,None,0,0,1,,0,,136,,,0,None
Liège,4020,Wallonie,,None,APARTMENT,APARTMENT,155000,residential_sale,2,,None,0,1,0,,0,,82,,,0,None
LIMAL,1300,Wallonie,,None,APARTMENT,APARTMENT,295000,residential_sale,2,,None,0,1,1,9,0,,80,,,0,None
La Roche-en-Ardenne,6980,Wallonie,,None,HOUSE,HOUSE,249000,residential_sale,2,,None,0,1,0,,0,,79,,,0,None
SAINT-JOSSE-TEN-NOODE,1210,Brussels,1970,C,APARTMENT,APARTMENT,265000,residential_sale,3,27,1,0,1,1,15,0,,95,,,0,GOOD
Gent,9000,Flanders,,None,APARTMENT,GROUND_FLOOR,675000,residential_sale,2,,None,0,0,1,,0,,124,,,0,None
Ixelles,1050,Brussels,,None,APARTMENT,APARTMENT,445000,residential_sale,2,,None,0,0,1,7,0,,95,,,0,None
Liège,4020,Wallonie,,None,APARTMENT,APARTMENT,155000,residential_sale,2,,None,0,1,0,,0,,88,,,0,None
Forest,1190,Brussels,,None,APARTMENT,APARTMENT,295000,residential_sale,1,,None,0,0,1,,0,,80,,,0,None
Molenbeek-Saint-Jean,1080,Brussels,,None,APARTMENT,APARTMENT,265000,residential_sale,2,,None,0,0,1,15,0,,90,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,,None,APARTMENT,APARTMENT,435000,residential_sale,2,,None,0,0,0,,0,,108,,,0,None
Florennes,5620,Wallonie,,None,HOUSE,APARTMENT_BLOCK,599000,residential_sale,10,,None,0,1,0,,0,,473,,,0,None
Gembloux,5030,Wallonie,,None,APARTMENT,APARTMENT,290000,residential_sale,3,,None,0,1,1,2,1,43,94,,,0,None
Bruxelles,1000,Brussels,,E,APARTMENT,APARTMENT,265000,residential_sale,2,27,1,0,0,0,,0,,90,,2,0,AS_NEW
Woluwe-Saint-Lambert,1200,Brussels,,None,APARTMENT,APARTMENT,430000,residential_sale,2,,None,0,0,1,4,0,,104,,,0,None
Seraing,4100,Wallonie,,C,APARTMENT,APARTMENT,149000,residential_sale,3,50,0,0,0,1,89,0,,171,,,0,GOOD
Marke,8510,Flanders,,None,HOUSE,HOUSE,1296000,residential_sale,5,,None,0,1,1,,0,,550,,,0,None
Theux,4910,Wallonie,,G,HOUSE,HOUSE,785000,residential_sale,4,53,0,0,0,1,50,1,5000,250,5204,4,0,
Ixelles,1050,Brussels,,None,APARTMENT,APARTMENT,290000,residential_sale,1,,None,0,1,0,,0,,65,,,0,None
Braine-l'Alleud,1420,Wallonie,,None,APARTMENT,APARTMENT,355000,residential_sale,3,,None,0,1,0,,0,,135,,,0,None
Liège,4020,Wallonie,,None,APARTMENT,APARTMENT,149000,residential_sale,2,,None,0,1,0,,0,,88,,,0,None
Duffel,2570,Flanders,,None,APARTMENT,APARTMENT,264000,residential_sale,3,,None,0,1,0,,0,,129,,,0,None
Uccle,1180,Brussels,1975,G,HOUSE,HOUSE,1195000,residential_sale,4,40,0,0,0,1,50,1,1080,266,10,4,0,TO_BE_DONE_UP
Auderghem,1160,Brussels,,None,APARTMENT,APARTMENT,430000,residential_sale,2,,None,0,0,1,9,0,,90,,,0,None
De Panne,8660,Flanders,,None,APARTMENT,APARTMENT,350000,residential_sale,1,,None,0,0,1,,0,,70,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,,None,APARTMENT,APARTMENT,289000,residential_sale,1,,None,0,0,0,,0,,71,,,0,None
GLONS,4690,Wallonie,,None,APARTMENT,APARTMENT,145000,residential_sale,2,,None,0,1,1,2,0,,80,,,0,None
Huy,4500,Wallonie,2020,A,APARTMENT,APARTMENT,262500,residential_sale,2,36,0,0,1,1,9,0,,93,,3,0,
Uccle,1180,Brussels,1975,G,HOUSE,HOUSE,1195000,residential_sale,4,39,0,0,0,1,50,1,1080,266,1080,4,0,TO_BE_DONE_UP
Bruxelles,1000,Brussels,,None,APARTMENT,DUPLEX,425000,residential_sale,2,,None,0,0,1,30,0,,110,,,0,None
Bruxelles,1000,Brussels,,D,HOUSE,APARTMENT_BLOCK,645000,residential_sale,3,40,0,0,0,0,,1,35,353,0,2,0,GOOD
Chaumont-Gistoux,1325,Wallonie,,None,APARTMENT,APARTMENT,350000,residential_sale,2,,None,0,1,1,13,0,,95,,,0,None
Brugge,8310,Flanders,,None,APARTMENT,APARTMENT,287500,residential_sale,2,,None,0,0,1,,0,,109,,,0,None
Arlon,6700,Wallonie,,None,APARTMENT,APARTMENT,130000,residential_sale,2,,None,0,1,0,,0,,64,,,0,None
Ronse,9600,Flanders,,None,APARTMENT,PENTHOUSE,420000,residential_sale,2,,None,0,0,1,50,0,,120,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,,None,APARTMENT,APARTMENT,350000,residential_sale,2,,None,0,0,1,7,0,,90,,,0,None
Evere,1140,Brussels,,None,APARTMENT,APARTMENT,260000,residential_sale,2,,None,0,0,1,13,0,,80,,,0,None
Mol,2400,Flanders,,None,APARTMENT,DUPLEX,285000,residential_sale,3,,None,0,0,1,16,1,,138,,,0,None
Gent,9000,Flanders,,None,APARTMENT,APARTMENT,259000,residential_sale,1,,None,0,1,1,30,0,,66,,,0,None
Éghezée,5310,Wallonie,,None,APARTMENT,FLAT_STUDIO,129000,residential_sale,0,,None,0,0,0,,0,,39,,,0,None
Namur,5000,Wallonie,,None,APARTMENT,APARTMENT,420000,residential_sale,3,,None,0,0,0,,0,,160,,,0,None
Wezembeek-Oppem,1970,Flanders,,D,HOUSE,HOUSE,475000,residential_sale,3,36,1,0,0,1,10,1,100,120,190,3,0,AS_NEW
Gent,9000,Flanders,,C,APARTMENT,APARTMENT,349000,residential_sale,2,34,0,0,0,1,5,0,,92,,,0,GOOD
Seraing,4100,Wallonie,,G,APARTMENT,APARTMENT,129000,residential_sale,2,27,0,0,0,1,24,0,,109,,,0,GOOD
Huy,4500,Wallonie,2020,A,APARTMENT,APARTMENT,284500,residential_sale,3,36,0,0,1,1,12,0,,106,,3,0,
Boom,2850,Flanders,,None,APARTMENT,GROUND_FLOOR,349000,residential_sale,3,,None,0,1,1,30,0,,135,,,0,None
HINGEON,5380,Wallonie,,None,APARTMENT,APARTMENT,259000,residential_sale,2,,None,0,1,1,10,0,,103,,,0,None
Wezembeek-Oppem,1970,Flanders,1900,D,HOUSE,HOUSE,475000,residential_sale,3,45,1,0,0,1,20,0,,117,227,2,0,AS_NEW
Gembloux,5030,Wallonie,,None,APARTMENT,APARTMENT,280000,residential_sale,3,,None,0,1,0,,1,43,102,,,0,None
Diegem,1831,Flanders,,None,HOUSE,HOUSE,385000,residential_sale,3,,None,0,1,0,,1,72,157,,,0,None
Oostende,8400,Flanders,,None,APARTMENT,APARTMENT,125000,residential_sale,1,,None,0,0,0,,0,,78,,,0,None
Halen,3545,Flanders,,None,APARTMENT,GROUND_FLOOR,259000,residential_sale,1,,None,0,1,1,15,0,,120,,,0,None
Hoeilaart,1560,Flanders,1974,C,APARTMENT,APARTMENT,419000,residential_sale,3,50,0,0,0,0,,0,,131,,3,0,GOOD
Ottignies,1340,Wallonie,,None,APARTMENT,APARTMENT,345000,residential_sale,2,,None,0,1,1,18,1,,101,,,0,None
Saint-Gilles,1060,Brussels,,None,APARTMENT,DUPLEX,415000,residential_sale,2,,None,0,0,1,15,0,,115,,,0,None
Oostende,8400,Flanders,,None,APARTMENT,APARTMENT,125000,residential_sale,1,,None,0,0,0,,0,,44,,,0,None
Avelgem,8582,Flanders,,None,HOUSE,COUNTRY_COTTAGE,295000,residential_sale,2,,None,0,1,1,,0,,600,,,0,None
Dilbeek,1701,Flanders,,E,APARTMENT,APARTMENT,259000,residential_sale,2,18,0,0,0,0,,0,,83,,,0,AS_NEW
Louvain-La-Neuve,1348,Wallonie,,None,APARTMENT,APARTMENT,280000,residential_sale,2,,None,0,1,1,5,0,,68,,,0,None
Roeselare,8800,Flanders,,B,APARTMENT,DUPLEX,279900,residential_sale,2,40,1,0,0,1,22,0,,109,,,0,AS_NEW
Watermael-Boitsfort,1170,Brussels,,None,APARTMENT,APARTMENT,400000,residential_sale,3,,None,0,0,0,,0,,98,,,0,None
Ronse,9600,Flanders,,None,APARTMENT,APARTMENT,340000,residential_sale,2,,None,0,1,1,5,0,,112,,,0,None
Fleurus,6220,Wallonie,,None,APARTMENT,APARTMENT,125000,residential_sale,1,,None,0,1,0,,0,,94,,,0,None
Mol,2400,Flanders,,A,APARTMENT,DUPLEX,399000,residential_sale,4,30,0,0,0,1,28,0,,170,,,0,AS_NEW
Koksijde,8670,Flanders,,None,APARTMENT,APARTMENT,250000,residential_sale,1,,None,0,0,0,,0,,61,,,0,None
Kortrijk,8500,Flanders,,None,APARTMENT,APARTMENT,340000,residential_sale,2,,None,0,1,1,25,0,,130,,,0,None
Hoboken,2660,Flanders,,D,HOUSE,HOUSE,339000,residential_sale,3,30,0,0,1,0,,1,74,155,188,2,0,GOOD
Middelkerke,8430,Flanders,,None,APARTMENT,APARTMENT,279000,residential_sale,3,,None,0,0,0,,0,,125,,,0,None
Liege,4020,Wallonie,,None,APARTMENT,APARTMENT,120000,residential_sale,2,,None,0,0,0,,0,,81,,,0,None
Saint-Gilles,1060,Brussels,,None,APARTMENT,GROUND_FLOOR,645000,residential_sale,2,,None,0,0,0,,1,150,165,,,0,None
Evere,1140,Brussels,,None,APARTMENT,PENTHOUSE,250000,residential_sale,2,,None,0,0,1,20,0,,80,,,0,None
Waregem,8790,Flanders,,None,APARTMENT,PENTHOUSE,398000,residential_sale,3,,None,0,1,1,30,0,,180,,,0,None
Wommelgem,2160,Flanders,,None,APARTMENT,APARTMENT,279000,residential_sale,3,,None,0,1,1,9,0,,102,,,0,None
Gembloux,5030,Wallonie,,None,APARTMENT,APARTMENT,340000,residential_sale,3,,None,0,1,1,42,1,43,100,,,0,None
Houthalen-Helchteren,3530,Flanders,,C,APARTMENT,APARTMENT,119000,residential_sale,2,25,0,1,0,1,9,0,,80,,,1,GOOD
Rhode-Saint-Genèse,1640,Flanders,2020,A,APARTMENT,SERVICE_FLAT,270000,residential_sale,1,28,1,0,0,1,6,0,,58,,2,0,AS_NEW
Blankenberge,8370,Flanders,,None,APARTMENT,DUPLEX,339000,residential_sale,2,,None,0,0,1,,0,,110,,,0,None
Waregem,8790,Flanders,,None,APARTMENT,APARTMENT,398000,residential_sale,3,,None,0,1,1,30,0,,180,,,0,None
Schaerbeek,1030,Brussels,,None,APARTMENT,APARTMENT,250000,residential_sale,1,,None,0,1,0,,1,115,105,,,0,None
Alsemberg,1652,Flanders,,None,APARTMENT,APARTMENT,279000,residential_sale,1,,None,0,1,0,,0,,77,,,0,None
FIZE-FONTAINE,4530,Wallonie,,None,APARTMENT,APARTMENT,109000,residential_sale,1,,None,0,1,1,25,1,145,110,,,0,None
Tiegem,8573,Flanders,,None,APARTMENT,PENTHOUSE,398000,residential_sale,3,,None,0,1,1,30,0,,180,,,0,None
Schaerbeek,1030,Brussels,,None,APARTMENT,DUPLEX,250000,residential_sale,1,,None,0,1,0,,1,115,105,,,0,None
Jette,1090,Brussels,,None,APARTMENT,APARTMENT,339000,residential_sale,2,,None,0,0,0,,0,,118,,,0,None
Charleroi,6000,Wallonie,,None,APARTMENT,APARTMENT,105000,residential_sale,2,,None,0,1,0,,0,,59,,,0,None
Jette,1090,Brussels,,None,APARTMENT,APARTMENT,279000,residential_sale,2,,None,0,0,1,2,0,,118,,,0,None
De Haan,8420,Flanders,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,0,1,,0,,55,,,0,None
CHASTRE-VILLEROUX-BLANMONT,1450,Wallonie,,None,APARTMENT,DUPLEX,335000,residential_sale,4,,None,0,1,0,,0,,150,,,0,None
Tiegem,8573,Flanders,,None,APARTMENT,APARTMENT,398000,residential_sale,3,,None,0,1,1,30,0,,180,,,0,None
Romsée,4624,Wallonie,,None,APARTMENT,APARTMENT,100000,annuity_monthly_amount,2,,None,0,1,1,,1,,103,,,0,None
Anderlecht,1070,Brussels,,None,APARTMENT,APARTMENT,279000,residential_sale,2,,None,0,1,1,,0,,95,,,0,None
De Haan,8420,Flanders,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,0,0,,0,,91,,,0,None
Anzegem,8570,Flanders,,None,APARTMENT,PENTHOUSE,398000,residential_sale,3,,None,0,1,1,30,0,,180,,,0,None
Kortrijk,8500,Flanders,,None,APARTMENT,APARTMENT,330000,residential_sale,3,,None,0,1,1,8,0,,112,,,0,None
Bruxelles,1000,Brussels,,None,APARTMENT,APARTMENT,276000,residential_sale,1,,None,0,0,1,6,0,,66,,,0,None
Anzegem,8570,Flanders,,None,APARTMENT,APARTMENT,398000,residential_sale,3,,None,0,1,1,30,0,,180,,,0,None
Romsée,4624,Wallonie,,None,APARTMENT,GROUND_FLOOR,100000,annuity_monthly_amount,2,,None,0,1,1,,1,,103,,,0,None
Mol,2400,Flanders,,C,APARTMENT,APARTMENT,249000,residential_sale,3,40,0,0,0,0,,0,,120,,,0,GOOD
Namur,5100,Wallonie,,None,APARTMENT,APARTMENT,275000,residential_sale,3,,None,0,0,0,,0,,105,,,0,None
Ottignies-Louvain-la-Neuve,1340,Wallonie,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,0,0,,0,,95,,,0,None
Gilly,6060,Wallonie,,None,APARTMENT,APARTMENT,90000,residential_sale,1,,None,0,1,0,,0,,41,,,0,None
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,330000,residential_sale,2,,None,0,1,1,20,0,,80,,,0,None
De Haan,8420,Flanders,,None,APARTMENT,DUPLEX,329500,residential_sale,2,,None,0,0,1,,0,,71,,,0,None
Oostende,8400,Flanders,,None,APARTMENT,FLAT_STUDIO,87500,residential_sale,0,,None,0,0,0,,0,,37,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,1965,G,APARTMENT,APARTMENT,395000,residential_sale,3,27,0,0,0,1,,0,,94,,3,0,AS_NEW
Vottem,4041,Wallonie,,None,APARTMENT,DUPLEX,275000,residential_sale,3,,None,0,1,1,8,0,,,,,0,None
Saint-Gilles,1060,Brussels,,None,APARTMENT,APARTMENT,390000,residential_sale,2,,None,0,0,1,4,0,,106,,,0,None
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,275000,residential_sale,2,,None,0,0,1,24,0,,80,,,0,None
SINT-JANS-MOLENBEEK,1080,Brussels,1968,F,APARTMENT,APARTMENT,249000,residential_sale,2,35,0,0,1,1,9,0,,95,,2,0,GOOD
De Panne,8660,Flanders,,None,APARTMENT,APARTMENT,329000,residential_sale,1,,None,1,0,0,,0,,54,,,0,None
De Haan,8420,Flanders,,None,APARTMENT,APARTMENT,79000,residential_sale,1,,None,0,0,1,,0,,30,,,0,None
Arquennes,7181,Wallonie,,None,APARTMENT,GROUND_FLOOR,245000,residential_sale,2,,None,0,1,1,10,0,,106,,,0,None
Jette,1090,Brussels,,None,APARTMENT,APARTMENT,275000,residential_sale,2,,None,0,1,1,14,0,,90,,,0,None
Brussels,1000,Brussels,,None,APARTMENT,LOFT,329000,residential_sale,2,,None,0,0,0,,0,,110,,,0,None
Grez-Doiceau,1390,Wallonie,,None,APARTMENT,DUPLEX,380000,residential_sale,3,,None,0,1,1,,0,,132,,,0,None
Seneffe,7180,Wallonie,,None,APARTMENT,GROUND_FLOOR,245000,residential_sale,2,,None,0,1,1,10,0,,106,,,0,None
Charleroi,6000,Wallonie,,None,APARTMENT,APARTMENT,75000,residential_sale,1,,None,0,0,0,,0,,45,,,0,None
Jodoigne,1370,Wallonie,,None,APARTMENT,APARTMENT,379000,residential_sale,2,,None,0,1,1,,0,,100,,,0,None
Veurne,8630,Flanders,,None,APARTMENT,APARTMENT,325000,residential_sale,2,,None,0,0,1,30,0,,95,,,0,None
Brussels City,1000,Brussels,,None,APARTMENT,APARTMENT,275000,residential_sale,1,,None,0,0,0,,0,,84,,,0,None
Nivelles,1400,Wallonie,,None,APARTMENT,GROUND_FLOOR,245000,residential_sale,2,,None,0,1,1,10,0,,106,,,0,None
Liège,4000,Wallonie,1958,B,APARTMENT,APARTMENT,50000,annuity_monthly_amount,3,45,0,0,1,0,,0,,132,,2,0,AS_NEW
Woluwe-St-Lambert,1200,Brussels,,None,APARTMENT,PENTHOUSE,325000,residential_sale,2,,None,0,0,1,23,0,,90,,,0,None
Fléron,4620,Wallonie,1964,E,HOUSE,HOUSE,120000,first_session_with_reserve_price,2,12,0,0,0,1,,0,,150,163,2,0,TO_RENOVATE
Forest,1190,Brussels,,None,APARTMENT,APARTMENT,378000,residential_sale,3,,None,0,1,1,10,0,,118,,,0,None
Ixelles,1050,Brussels,,None,APARTMENT,APARTMENT,650000,residential_sale,3,,None,0,1,1,4,0,,180,,,0,None
Bruxelles,1000,Brussels,,None,APARTMENT,APARTMENT,272000,residential_sale,1,,None,0,0,1,6,0,,66,,,0,None
Forest,1190,Brussels,,None,APARTMENT,APARTMENT,245000,residential_sale,2,,None,0,0,1,12,0,,86,,,0,None
Oostende,8400,Flanders,,None,APARTMENT,APARTMENT,375000,residential_sale,3,,None,0,0,1,,0,,159,,,0,None
Jette,1090,Brussels,,None,APARTMENT,APARTMENT,325000,residential_sale,2,,None,0,0,0,,0,,116,,,0,None
Molenbeek-Saint-Jean,1080,Brussels,,None,APARTMENT,APARTMENT,169000,residential_sale,1,,None,0,0,1,,1,20,60,,,0,None
Ottignies,1340,Wallonie,,None,APARTMENT,APARTMENT,375000,residential_sale,3,,None,0,1,1,9,1,900,120,,,0,None
Jette,1090,Brussels,,None,APARTMENT,APARTMENT,240000,residential_sale,2,,None,0,0,0,,0,,,,,0,None
Ixelles,1050,Brussels,,None,APARTMENT,APARTMENT,450000,residential_sale,2,,None,0,0,1,5,0,,,,,0,None
Schaerbeek,1030,Brussels,,None,APARTMENT,APARTMENT,325000,residential_sale,2,,None,0,1,1,3,0,,92,,,0,None
Kortrijk,8500,Flanders,,None,APARTMENT,APARTMENT,239000,residential_sale,2,,None,0,0,0,,0,,83,,,0,None
Jette,1090,Brussels,,None,APARTMENT,APARTMENT,199000,residential_sale,2,,None,0,0,1,1,0,,65,,,0,None
Huy,4500,Wallonie,,None,APARTMENT,DUPLEX,239000,residential_sale,2,,None,0,1,1,28,0,,170,,,0,None
Anderlecht,1070,Brussels,,None,APARTMENT,APARTMENT,324457,residential_sale,2,,None,0,1,1,7,0,,95,,,0,None
Ottignies,1340,Wallonie,,None,APARTMENT,APARTMENT,375000,residential_sale,3,,None,0,1,1,9,0,,120,,,0,None
Woluwé-Saint-Lambert,1200,Brussels,,None,APARTMENT,PENTHOUSE,375000,residential_sale,2,,None,0,1,1,8,0,,81,,,0,None
Aywaille,4920,Wallonie,,None,HOUSE,HOUSE,299000,residential_sale,3,,None,0,1,0,,1,65,188,,,0,None
Dalhem,4607,Wallonie,,None,APARTMENT,DUPLEX,324000,residential_sale,3,,None,0,1,1,65,0,,134,,,0,None
Aywaille,4920,Wallonie,,None,HOUSE,APARTMENT_BLOCK,299000,residential_sale,3,,None,0,1,0,,1,65,188,,,0,None
Jette,1090,Brussels,,None,APARTMENT,APARTMENT,239000,residential_sale,2,,None,0,1,1,4,0,,78,,,0,None
Forest,1190,Brussels,,None,APARTMENT,DUPLEX,375000,residential_sale,4,,None,0,0,1,10,0,,200,,,0,None
Hamme,9220,Flanders,,None,HOUSE,HOUSE,235000,residential_sale,3,,None,0,0,1,,0,,145,,,0,None
Aubange,6790,Wallonie,,None,APARTMENT,APARTMENT,320000,residential_sale,2,,None,0,0,1,17,1,400,111,,,0,None
Ottignies,1340,Wallonie,2004,B,APARTMENT,APARTMENT,370000,residential_sale,2,52,1,0,1,1,9,1,900,116,,,0,
Liedekerke,1770,Flanders,,None,APARTMENT,DUPLEX,320000,residential_sale,2,,None,0,1,1,25,0,,113,,,0,None
Brugge,8000,Flanders,,None,HOUSE,HOUSE,269000,residential_sale,3,,None,0,0,0,,0,,173,,,0,None
Molenbeek-Saint-Jean,1080,Brussels,,E,APARTMENT,APARTMENT,370000,residential_sale,2,39,1,0,0,1,15,0,,128,,2,0,GOOD
De Panne,8660,Flanders,,None,APARTMENT,APARTMENT,360000,residential_sale,3,,None,0,0,1,,0,,164,,,0,None
Jette,1090,Brussels,,None,APARTMENT,APARTMENT,320000,residential_sale,2,,None,0,0,0,,0,,118,,,0,None
Kortrijk,8500,Flanders,,None,APARTMENT,APARTMENT,310000,residential_sale,2,,None,0,1,1,5,0,,108,,,0,None
Waregem,8790,Flanders,,None,APARTMENT,APARTMENT,295000,residential_sale,3,,None,0,0,1,,0,,153,,,0,None
Ledegem,8880,Flanders,,None,APARTMENT,APARTMENT,275000,residential_sale,3,,None,0,0,1,,0,,137,,,0,None
Kortrijk,8500,Flanders,,D,APARTMENT,APARTMENT,310000,residential_sale,4,57,0,0,0,1,,0,,154,,,0,GOOD
Ieper,8900,Flanders,,None,HOUSE,HOUSE,198000,residential_sale,6,,None,0,0,1,10,0,,177,,,0,None
Ixelles,1050,Brussels,,F,APARTMENT,APARTMENT,310000,residential_sale,2,30,0,0,1,1,4,0,,90,,2,0,
Ieper,8900,Flanders,,None,APARTMENT,APARTMENT,119000,residential_sale,2,,None,0,0,1,2,0,,85,,,0,None
Dottignies,7711,Wallonie,,None,HOUSE,HOUSE,479000,residential_sale,4,,None,0,1,0,,0,,300,,,0,None
Kruibeke,9150,Flanders,,None,HOUSE,APARTMENT_BLOCK,4300000,residential_sale,0,,None,0,0,0,,0,,1141,,,0,None
SINAAI,9112,Flanders,,None,HOUSE,HOUSE,349000,residential_sale,3,,None,0,1,0,,0,,198,,,0,None
Zaventem,1930,Flanders,1899,C,HOUSE,HOUSE,525000,residential_sale,3,45,1,0,1,1,30,0,,190,400,4,0,AS_NEW
Harelbeke,8530,Flanders,,None,APARTMENT,LOFT,799500,residential_sale,2,,None,0,1,1,13,0,,414,,,0,None
Ninove,9400,Flanders,,None,HOUSE,HOUSE,299000,residential_sale,4,,None,0,1,0,,0,,162,,,0,None
Ganshoren,1083,Brussels,,None,APARTMENT,APARTMENT,239000,residential_sale,2,,None,0,0,1,,0,,94,,,0,None
Schaerbeek,1030,Brussels,,None,APARTMENT,APARTMENT,235000,residential_sale,1,,None,0,1,0,,0,,44,,,0,None
Ans,4430,Wallonie,,None,APARTMENT,APARTMENT,230000,residential_sale,2,,None,0,1,1,4,0,,85,,,0,None
Izegem,8870,Flanders,,None,APARTMENT,APARTMENT,229000,residential_sale,2,,None,0,0,0,,0,,88,,,0,None
Nieuwpoort,8620,Flanders,,B,APARTMENT,APARTMENT,230000,residential_sale,2,18,1,0,0,0,,0,,36,,,1,AS_NEW
Anderlecht,1070,Brussels,,None,APARTMENT,DUPLEX,230000,residential_sale,1,,None,0,0,1,8,0,,90,,,0,None
Strombeek-Bever,1853,Flanders,,None,APARTMENT,APARTMENT,225000,residential_sale,2,,None,0,1,0,,1,,92,,,0,None
Brussels City,1000,Brussels,,None,APARTMENT,APARTMENT,229000,residential_sale,1,,None,0,1,0,,0,,58,,,0,None
Mol,2400,Flanders,,None,APARTMENT,APARTMENT,225000,residential_sale,1,,None,0,0,0,,0,,51,,,0,None
Wavre,1300,Wallonie,,None,APARTMENT,APARTMENT,225000,residential_sale,2,,None,0,1,1,8,0,,80,,,0,None
Meerbeke,9402,Flanders,2022,A,APARTMENT,APARTMENT,224000,residential_sale,1,28,1,0,0,1,6,0,,83,,,0,AS_NEW
Vilvoorde,1800,Flanders,1975,C,APARTMENT,APARTMENT,220000,residential_sale,2,30,0,0,1,1,3,0,,95,,2,0,GOOD
NEDER-OVER-HEEMBEEK (BRU.),1120,Brussels,,None,APARTMENT,APARTMENT,225000,residential_sale,2,,None,0,1,1,17,0,,90,,,0,None
MOLENBEEK-SAINT-JEAN,1080,Brussels,,None,APARTMENT,APARTMENT,219000,residential_sale,2,,None,0,1,1,3,0,,88,,,0,None
Roeselare,8800,Flanders,,A,APARTMENT,APARTMENT,215000,residential_sale,2,28,1,0,0,1,10,0,,78,,,0,AS_NEW
Koekelberg,1081,Brussels,,None,APARTMENT,APARTMENT,215000,residential_sale,2,,None,0,0,1,,0,,97,,,0,None
Molenbeek-Saint-Jean,1080,Brussels,,None,APARTMENT,APARTMENT,215000,residential_sale,2,,None,0,0,1,2,0,,106,,,0,None
Anderlecht,1070,Brussels,,None,APARTMENT,APARTMENT,215000,residential_sale,2,,None,0,1,1,14,0,,83,,,0,None
Duffel,2570,Flanders,,None,APARTMENT,APARTMENT,214000,residential_sale,3,,None,0,1,1,,1,,100,,,0,None
Forest,1190,Brussels,,None,APARTMENT,APARTMENT,210000,residential_sale,2,,None,0,1,1,2,0,,88,,,0,None
Ronse,9600,Flanders,,None,APARTMENT,APARTMENT,212000,residential_sale,2,,None,0,0,0,,0,,70,,,0,None
MOLENBEEK-SAINT-JEAN,1080,Brussels,,None,APARTMENT,APARTMENT,210000,residential_sale,2,,None,0,1,0,,0,,71,,,0,None
Schaerbeek,1030,Brussels,,None,APARTMENT,FLAT_STUDIO,210000,residential_sale,0,,None,0,1,1,2,0,,64,,,0,None
