locality,postal_code,region,construction_year,energy_class,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Oudenaarde,9700,Flanders,,A,APARTMENT,APARTMENT,209000,residential_sale,1,24,1,0,0,1,,0,,64,,,0,AS_NEW
Zaventem,1933,Flanders,,None,APARTMENT,APARTMENT,206515,residential_sale,1,,None,1,0,0,,0,,36,,,0,None
Huy,4500,Wallonie,,None,APARTMENT,APARTMENT,206000,residential_sale,1,,None,0,1,1,3,0,,55,,,0,None
Zaventem,1933,Flanders,,None,APARTMENT,APARTMENT,206515,residential_sale,1,,None,1,0,0,,0,,36,,,0,None
Oostende,8400,Flanders,,None,APARTMENT,APARTMENT,205000,residential_sale,3,,None,0,0,1,,0,,76,,,0,None
Liège Chênée,4032,Wallonie,,None,APARTMENT,APARTMENT,205000,residential_sale,3,,None,0,0,1,6,0,,110,,,0,None
Watermael-Boitsfort,1170,Brussels,,None,APARTMENT,FLAT_STUDIO,140000,residential_sale,0,,None,0,1,1,,0,,38,,,0,None
Wavre,1300,Wallonie,,None,APARTMENT,APARTMENT,205000,residential_sale,2,,None,0,1,1,11,0,,85,,,0,None
Awans,4340,Wallonie,,D,HOUSE,HOUSE,279000,residential_sale,2,30,0,0,1,1,15,1,26,140,160,3,0,JUST_RENOVATED
Heppen,3971,Flanders,1935,B,HOUSE,HOUSE,349000,residential_sale,3,27,0,0,1,1,12,1,250,176,490,3,0,AS_NEW
Deurne,2100,Flanders,,D,HOUSE,HOUSE,295000,residential_sale,2,27,0,0,1,1,23,0,,98,134,3,0,GOOD
Heppen,3971,Flanders,,None,APARTMENT,APARTMENT,219000,residential_sale,3,,None,0,1,0,,0,,122,,,0,None
Anderlecht,1070,Brussels,,None,HOUSE,APARTMENT_BLOCK,550000,residential_sale,5,,None,0,0,1,,0,,449,,,0,None
Berchem,2600,Flanders,1974,B,APARTMENT,APARTMENT,365000,residential_sale,2,40,0,0,1,1,7,0,,100,,,0,JUST_RENOVATED
Liège,4020,Wallonie,,None,APARTMENT,APARTMENT,158000,residential_sale,1,,None,0,1,1,5,0,,55,,,0,None
Liège,4000,Wallonie,,None,APARTMENT,APARTMENT,158000,residential_sale,1,,None,0,1,1,5,0,,55,,,0,None
Hasselt,3500,Flanders,1932,F,HOUSE,HOUSE,169000,residential_sale,1,26,0,0,1,1,16,1,400,94,552,3,0,TO_RESTORE
Florée,5334,Wallonie,,None,HOUSE,HOUSE,399000,residential_sale,4,,None,0,1,0,,0,,150,,,0,None
Antwerp,2000,Flanders,,None,APARTMENT,FLAT_STUDIO,169000,residential_sale,1,,None,0,1,0,,0,,49,,,0,None
Anderlecht,1070,Brussels,,None,HOUSE,APARTMENT_BLOCK,550000,residential_sale,7,,None,0,0,1,,0,,590,,,0,None
Willebroek,2830,Flanders,,None,HOUSE,HOUSE,619000,residential_sale,3,,None,0,0,0,,1,1900,243,,,0,None
SINT-AGATHA-BERCHEM,1082,Brussels,,None,APARTMENT,APARTMENT,259000,residential_sale,2,,None,0,1,1,9,0,,91,,,0,None
Ranst,2520,Flanders,,B,APARTMENT,APARTMENT,225000,residential_sale,3,28,0,0,1,1,,0,,75,,3,0,GOOD
Middelkerke,8430,Flanders,,None,APARTMENT,GROUND_FLOOR,245000,residential_sale,2,,None,0,1,1,4,0,,81,,,0,None
Middelkerke,8431,Flanders,,None,APARTMENT,GROUND_FLOOR,315000,residential_sale,3,,None,0,1,1,5,0,,111,,,0,None
Gouvy,6672,Wallonie,,None,APARTMENT,APARTMENT,200000,residential_sale,2,,None,0,0,1,6,1,16,85,,,0,None
Laeken (Bruxelles),1020,Brussels,,None,APARTMENT,APARTMENT,200000,residential_sale,1,,None,0,0,0,,0,,80,,,0,None
Kruishoutem,9770,Flanders,2002,B,APARTMENT,DUPLEX,199000,residential_sale,2,30,0,0,0,0,,0,,96,,2,0,GOOD
Roeselare,8800,Flanders,,D,APARTMENT,APARTMENT,199000,residential_sale,2,38,0,0,0,0,,0,,98,,,0,GOOD
Blankenberge,8370,Flanders,,None,APARTMENT,APARTMENT,199000,residential_sale,1,,None,0,0,0,,0,,59,,,0,None
Kortrijk,8500,Flanders,,None,APARTMENT,DUPLEX,199000,residential_sale,2,,None,0,0,0,,0,,92,,,0,None
Kuurne,8520,Flanders,,None,APARTMENT,APARTMENT,199000,residential_sale,2,,None,0,0,0,,0,,111,,,0,None
Berchem,2600,Flanders,,None,APARTMENT,APARTMENT,199000,residential_sale,2,,None,0,1,0,,0,,77,,,0,None
Liège,4020,Wallonie,,None,APARTMENT,APARTMENT,197000,residential_sale,2,,None,0,0,0,,0,,82,,,0,None
Dinant,5500,Wallonie,,None,APARTMENT,APARTMENT,198000,residential_sale,2,,None,0,0,0,,0,,80,,,0,None
Willebroek,2830,Flanders,,None,APARTMENT,APARTMENT,197000,residential_sale,2,,None,0,1,0,,0,,,,,0,None
Theux,4910,Wallonie,,None,APARTMENT,APARTMENT,195000,residential_sale,3,,None,0,1,0,,0,,89,,,0,None
Middelkerke,8434,Flanders,,C,APARTMENT,APARTMENT,195000,residential_sale,1,28,0,0,0,1,4,0,,55,,,0,GOOD
Schaerbeek,1030,Brussels,,None,APARTMENT,GROUND_FLOOR,195000,residential_sale,2,,None,0,0,1,28,0,,70,,,0,None
Etterbeek,1040,Brussels,,None,APARTMENT,FLAT_STUDIO,195000,residential_sale,0,,None,0,0,0,,0,,45,,,0,None
Liege,4020,Wallonie,,None,APARTMENT,APARTMENT,189500,residential_sale,2,,None,0,0,1,3,0,,84,,,0,None
ANTHEIT,4520,Wallonie,,None,APARTMENT,APARTMENT,189000,residential_sale,2,,None,0,1,0,,0,,107,,,0,None
Bredene,8450,Flanders,,None,APARTMENT,APARTMENT,189000,residential_sale,2,,None,0,0,0,,0,,104,,,0,None
Gent,9051,Flanders,,None,APARTMENT,SERVICE_FLAT,185000,residential_sale,2,,None,0,1,1,5,1,,90,,,0,None
Roeselare,8800,Flanders,,B,APARTMENT,APARTMENT,185000,residential_sale,3,32,0,0,0,0,,0,,95,,,0,GOOD
Vilvoorde,1800,Flanders,2005,B,APARTMENT,SERVICE_FLAT,189000,residential_sale,1,22,0,0,1,1,30,0,,47,,2,0,GOOD
Nivelles,1400,Wallonie,,None,APARTMENT,APARTMENT,185000,residential_sale,2,,None,0,1,1,3,0,,85,,,0,None
Saint-Gilles,1060,Brussels,,None,APARTMENT,FLAT_STUDIO,179000,residential_sale,0,,None,0,0,0,,0,,42,,,0,None
Haccourt,4684,Wallonie,,None,APARTMENT,DUPLEX,175000,residential_sale,2,,None,0,0,1,20,0,,80,,,0,None
Liège,4020,Wallonie,,None,APARTMENT,APARTMENT,185000,residential_sale,2,,None,0,1,0,,0,,108,,,0,None
Herzele,9550,Flanders,,None,APARTMENT,APARTMENT,170000,residential_sale,2,,None,0,1,1,,0,,68,,,0,None
Liège,4020,Wallonie,,None,APARTMENT,APARTMENT,169000,residential_sale,3,,None,0,1,0,,0,,99,,,0,None
Zaventem,1932,Flanders,,None,APARTMENT,FLAT_STUDIO,169000,residential_sale,1,,None,0,0,1,6,0,,32,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,,None,APARTMENT,FLAT_STUDIO,169000,residential_sale,1,,None,0,0,1,6,0,,32,,,0,None
De Haan,8420,Flanders,,None,APARTMENT,APARTMENT,169000,residential_sale,2,,None,0,0,1,,0,,54,,,0,None
Frameries,7080,Wallonie,,None,HOUSE,HOUSE,60000,residential_sale,2,,None,0,0,1,7,0,,72,,,0,None
Colfontaine,7340,Wallonie,,None,HOUSE,HOUSE,70000,residential_sale,2,,None,0,0,1,18,0,,86,,,0,None
Ans,4430,Wallonie,,None,HOUSE,HOUSE,169000,residential_sale,3,,None,0,0,0,,1,150,209,,,0,None
Molenbeek-Saint-Jean,1080,Brussels,,None,HOUSE,HOUSE,395000,residential_sale,4,,None,0,0,1,9,1,100,180,,,0,None
Molenbeek-Saint-Jean,1080,Brussels,,None,HOUSE,APARTMENT_BLOCK,625000,residential_sale,4,,None,0,0,0,,1,100,312,,,0,None
Anderlues,6150,Wallonie,,None,HOUSE,HOUSE,230000,residential_sale,4,,None,0,0,1,,0,,211,,,0,None
Brugge,8000,Flanders,,None,HOUSE,HOUSE,495000,residential_sale,0,,None,0,0,0,,0,,,,,0,None
Kruisem,9750,Flanders,,None,HOUSE,HOUSE,115000,residential_sale,1,,None,0,0,0,,1,,106,,,0,None
Etterbeek,1040,Brussels,,None,APARTMENT,APARTMENT,845000,residential_sale,2,,None,0,1,1,3,0,,186,,,0,None
Roeselare,8800,Flanders,,None,APARTMENT,APARTMENT,248000,residential_sale,2,,None,0,0,1,,1,,130,,,0,None
Roeselare,8800,Flanders,,None,HOUSE,APARTMENT_BLOCK,895000,residential_sale,0,,None,0,0,0,,0,,,,,0,None
Laarne,9270,Flanders,,None,APARTMENT,APARTMENT,415000,residential_sale,2,,None,0,1,1,,1,,96,,,0,None
VILLERS-L'EVÊQUE,4340,Wallonie,,None,HOUSE,HOUSE,210000,residential_sale,3,,None,0,1,1,5,1,180,,,,0,None
Brugge,8000,Flanders,,None,HOUSE,HOUSE,385000,residential_sale,4,,None,0,0,0,,0,,,,,0,None
HARZÉ,4920,Wallonie,,None,HOUSE,HOUSE,125000,residential_sale,2,,None,0,1,0,,1,179,,,,0,None
Aalst,9300,Flanders,,None,HOUSE,HOUSE,259000,residential_sale,2,,None,0,0,1,,1,,100,,,0,None
Strombeek-Bever,1853,Flanders,,None,APARTMENT,APARTMENT,229000,residential_sale,1,,None,0,1,1,18,1,80,63,,,0,None
Flemalle,4400,Wallonie,,G,HOUSE,HOUSE,115000,residential_sale,2,15,0,0,0,0,,1,163,,354,3,0,TO_BE_DONE_UP
Sint-Truiden,3800,Flanders,1950,F,HOUSE,HOUSE,229000,residential_sale,3,23,0,0,0,0,,1,,164,257,,0,
Brasschaat,2930,Flanders,,None,HOUSE,HOUSE,249000,residential_sale,2,,None,0,0,0,,1,85,72,,,0,None
NIEUWKERKEN-WAAS,9100,Flanders,,None,HOUSE,HOUSE,290000,residential_sale,3,,None,0,1,0,,0,,,,,0,None
Waregem,8790,Flanders,,None,HOUSE,HOUSE,320000,residential_sale,3,,None,0,0,0,,0,,168,,,0,None
Brasschaat,2930,Flanders,,None,HOUSE,HOUSE,249000,residential_sale,2,,None,0,0,0,,1,85,72,,,0,None
Izegem,8870,Flanders,,None,HOUSE,HOUSE,145000,residential_sale,2,,None,0,0,1,,0,,,,,0,None
Brugge,8000,Flanders,,None,HOUSE,HOUSE,385000,residential_sale,4,,None,0,0,0,,0,,,,,0,None
Middelkerke,8434,Flanders,,None,APARTMENT,FLAT_STUDIO,154000,residential_sale,0,,None,1,0,1,,0,,35,,,0,None
Schorisse,9688,Flanders,,None,HOUSE,HOUSE,759000,residential_sale,4,,None,0,1,1,,1,,280,,,0,None
Wilrijk,2610,Flanders,,None,APARTMENT,APARTMENT,275000,residential_sale,2,,None,0,1,1,,1,,72,,,0,None
ELVERSELE,9140,Flanders,,None,HOUSE,HOUSE,699000,residential_sale,5,,None,0,1,0,,1,,,,,0,None
Braine-l'Alleud,1420,Wallonie,,None,APARTMENT,GROUND_FLOOR,297500,residential_sale,2,,None,0,0,0,,1,156,97,,,0,None
Brasschaat,2930,Flanders,,None,HOUSE,HOUSE,628000,residential_sale,3,,None,0,1,1,,1,,188,,,1,None
Braine-l'Alleud,1420,Wallonie,,None,APARTMENT,APARTMENT,474500,residential_sale,3,,None,0,0,1,18,0,,136,,,0,None
Braine-l'Alleud,1420,Wallonie,,None,APARTMENT,APARTMENT,365000,residential_sale,3,,None,0,0,1,3,0,,135,,,0,None
Wevelgem,8560,Flanders,,None,HOUSE,HOUSE,229000,residential_sale,3,,None,0,0,0,,1,,,,,0,None
Braine-l'Alleud,1420,Wallonie,,None,APARTMENT,APARTMENT,474500,residential_sale,3,,None,0,0,1,15,0,,140,,,0,None
Braine-l'Alleud,1420,Wallonie,1911,C,HOUSE,HOUSE,290000,residential_sale,2,33,0,0,0,1,20,1,75,110,199,2,0,
Braine-l'Alleud,1420,Wallonie,1934,F,HOUSE,HOUSE,325000,residential_sale,3,32,0,0,0,1,32,1,50,140,150,2,0,
Koekelberg,1081,Brussels,,None,APARTMENT,APARTMENT,265000,residential_sale,2,,None,0,1,1,2,0,,100,,,0,None
Charleroi,6000,Wallonie,,None,APARTMENT,APARTMENT,139000,residential_sale,2,,None,0,1,1,4,0,,60,,,0,None
Blankenberge,8370,Flanders,,None,APARTMENT,APARTMENT,595000,residential_sale,3,,None,0,0,0,,0,,152,,,0,None
Seneffe,7180,Wallonie,,None,HOUSE,COUNTRY_COTTAGE,990000,residential_sale,3,,None,0,1,1,,0,,375,,,0,None
Westende,8434,Flanders,,None,APARTMENT,APARTMENT,279000,residential_sale,2,,None,0,0,1,,0,,68,,,0,None
Olmen,2491,Flanders,,None,HOUSE,HOUSE,249000,residential_sale,3,,None,0,1,0,,1,,240,,,0,None
Sambreville,5060,Wallonie,1950,F,HOUSE,APARTMENT_BLOCK,960000,residential_sale,17,16,0,0,0,1,120,0,,360,898,3,0,GOOD
Saint-Gilles,1060,Brussels,,None,HOUSE,HOUSE,1075000,residential_sale,5,,None,0,0,1,,1,130,400,,,0,None
Kraainem,1950,Flanders,1959,F,HOUSE,HOUSE,890000,residential_sale,4,40,0,0,0,1,11,1,460,260,655,4,0,TO_RENOVATE
Etterbeek,1040,Brussels,1908,G,HOUSE,HOUSE,890000,residential_sale,5,38,1,0,0,1,40,1,160,252,270,2,0,JUST_RENOVATED
Arlon,6700,Wallonie,,None,HOUSE,HOUSE,875000,residential_sale,4,,None,0,1,0,,1,,296,,,0,None
Nivelles,1400,Wallonie,1800,C,HOUSE,HOUSE,895000,residential_sale,3,47,1,0,0,1,30,1,300,230,3275,4,0,AS_NEW
Lochristi,9080,Flanders,1992,B,HOUSE,HOUSE,849000,residential_sale,4,47,1,0,0,1,60,1,580,365,764,4,0,AS_NEW
GIJZENZELE,9860,Flanders,,None,HOUSE,HOUSE,850000,residential_sale,12,,None,0,1,0,,0,,650,,,0,None
Etterbeek,1040,Brussels,1915,F,HOUSE,MANSION,847500,residential_sale,5,40,1,0,0,1,20,1,40,216,116,2,0,GOOD
Huldenberg,3040,Flanders,1990,C,HOUSE,HOUSE,825000,residential_sale,5,31,1,0,0,1,48,1,500,340,576,4,0,GOOD
Kraainem,1950,Flanders,1985,A,HOUSE,HOUSE,795000,residential_sale,6,37,1,0,0,1,15,1,150,225,267,2,0,GOOD
Uccle,1180,Brussels,1960,F,HOUSE,HOUSE,825000,residential_sale,3,38,1,0,0,1,5,1,287,240,401,2,0,GOOD
Grimbergen,1850,Flanders,,None,HOUSE,HOUSE,825000,residential_sale,2,,None,0,1,1,,0,,900,,,0,None
Uccle,1180,Brussels,1952,F,HOUSE,HOUSE,795000,residential_sale,6,46,1,0,0,1,2,1,25,280,280,3,0,
Dilbeek,1700,Flanders,2003,B,APARTMENT,DUPLEX,334000,residential_sale,2,32,0,0,0,1,,0,,91,,3,0,AS_NEW
Halen,3545,Flanders,2000,C,HOUSE,HOUSE,790000,residential_sale,3,33,0,0,1,0,,0,,215,12900,4,1,GOOD
Halle,1500,Flanders,,None,HOUSE,HOUSE,375000,residential_sale,3,,None,0,0,1,40,0,,168,,,0,None
Oostende,8400,Flanders,,None,HOUSE,HOUSE,322000,residential_sale,2,,None,0,0,0,,0,,200,,,0,None
Assebroek,8310,Flanders,,None,APARTMENT,APARTMENT,245000,residential_sale,2,,None,0,0,0,,0,,80,,,0,None
Izegem,8870,Flanders,,None,HOUSE,HOUSE,155000,residential_sale,2,,None,0,0,0,,0,,122,,,0,None
Dudzele,8380,Flanders,,None,HOUSE,HOUSE,775000,residential_sale,3,,None,0,0,1,,0,,188,,,0,None
Gent,9000,Flanders,,None,APARTMENT,APARTMENT,395000,residential_sale,2,,None,0,0,0,,0,,84,,,0,None
Gent,9000,Flanders,,None,HOUSE,HOUSE,330000,residential_sale,4,,None,0,0,0,,0,,175,,,0,None
Knokke-Heist,8300,Flanders,,None,APARTMENT,APARTMENT,930000,residential_sale,2,,None,0,0,0,,0,,105,,,0,None
Sint-Martens-Latem,9830,Flanders,,None,HOUSE,HOUSE,685000,residential_sale,2,,None,0,0,0,,0,,179,,,0,None
Kortemark,8610,Flanders,,None,HOUSE,HOUSE,145000,residential_sale,3,,None,0,0,0,,0,,,,,0,None
Gent,9000,Flanders,,None,APARTMENT,APARTMENT,398000,residential_sale,1,,None,0,0,1,9,0,,65,,,0,None
Knokke-Heist,8300,Flanders,,None,APARTMENT,APARTMENT,485000,residential_sale,1,,None,0,0,1,,0,,42,,,0,None
La Louviere,7100,Wallonie,,None,HOUSE,HOUSE,130000,residential_sale,2,,None,0,0,0,,0,,,,,0,None
Oostduinkerke,8670,Flanders,,None,APARTMENT,APARTMENT,875000,residential_sale,3,,None,0,0,1,,0,,144,,,0,None
Diepenbeek,3590,Flanders,,None,HOUSE,HOUSE,295000,residential_sale,3,,None,0,0,1,,0,,173,,,0,None
Nieuwpoort,8620,Flanders,,None,APARTMENT,FLAT_STUDIO,120000,residential_sale,0,,None,1,0,0,,0,,25,,,0,None
Blankenberge,8370,Flanders,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,0,1,,0,,68,,,0,None
Nieuwpoort,8620,Flanders,,None,APARTMENT,APARTMENT,115000,residential_sale,1,,None,0,0,1,,0,,,,,0,None
Stekene,9190,Flanders,1973,D,HOUSE,HOUSE,525000,residential_sale,2,53,0,0,1,0,,0,,275,2250,4,0,TO_BE_DONE_UP
Rumbeke,8800,Flanders,,None,HOUSE,HOUSE,415000,residential_sale,4,,None,0,0,1,,1,,277,,,0,None
Martelange,6630,Wallonie,1910,E,HOUSE,MANSION,580000,residential_sale,5,40,0,0,1,1,20,1,,225,1425,4,1,TO_BE_DONE_UP
Beveren-Leie,8791,Flanders,,None,HOUSE,HOUSE,290000,residential_sale,3,,None,0,0,0,,1,,320,,,0,None
Kraainem,1950,Flanders,,F,HOUSE,HOUSE,649000,residential_sale,3,45,0,0,1,1,8,0,,160,250,3,0,TO_RENOVATE
Eeklo,9900,Flanders,,None,HOUSE,HOUSE,195000,residential_sale,3,,None,0,0,0,,0,,,,,0,None
De Panne,8660,Flanders,,None,APARTMENT,APARTMENT,175000,residential_sale,1,,None,1,0,0,,0,,48,,,0,None
SINT-GENESIUS-RODE,1640,Flanders,1989,C,HOUSE,HOUSE,639000,residential_sale,4,48,0,0,1,1,,1,230,282,0,3,0,GOOD
Berchem,2600,Flanders,1940,F,HOUSE,APARTMENT_BLOCK,1875000,residential_sale,4,30,0,0,1,0,,1,,179,2255,2,0,TO_RENOVATE
Nieuwpoort,8620,Flanders,,None,APARTMENT,FLAT_STUDIO,139000,residential_sale,0,,None,1,0,1,,1,,33,,,0,None
Bouillon,6830,Wallonie,,None,HOUSE,HOUSE,625000,residential_sale,8,,None,0,1,0,,0,,262,,,0,None
Roeselare,8800,Flanders,,None,HOUSE,HOUSE,310000,residential_sale,3,,None,0,1,1,,1,,233,,,0,None
Wilrijk,2610,Flanders,1964,D,HOUSE,APARTMENT_BLOCK,769000,residential_sale,6,90,0,0,1,1,21,1,,254,287,3,0,GOOD
Halle,2980,Flanders,,None,APARTMENT,APARTMENT,349000,residential_sale,2,,None,0,1,1,24,0,,125,,,0,None
WOLUWE-SAINT-PIERRE,1150,Brussels,1962,G,HOUSE,HOUSE,525000,residential_sale,3,27,0,0,1,0,,1,80,106,206,3,0,JUST_RENOVATED
Izegem,8870,Flanders,,None,HOUSE,HOUSE,179000,residential_sale,4,,None,0,0,0,,0,,152,,,0,None
Kruibeke,9150,Flanders,,None,APARTMENT,APARTMENT,219000,residential_sale,1,,None,0,0,1,2,0,,75,,,0,None
Kraainem,1950,Flanders,1990,D,HOUSE,HOUSE,675000,residential_sale,4,45,0,0,1,1,10,1,115,212,293,3,0,GOOD
Rijkevorsel,2310,Flanders,,None,HOUSE,HOUSE,609000,residential_sale,4,,None,0,1,1,,0,,328,,,0,None
Berchem,2600,Flanders,1940,F,APARTMENT,LOFT,1875000,residential_sale,4,30,0,0,1,0,,1,,179,,2,0,TO_RENOVATE
Strombeek-Bever,1853,Flanders,,None,APARTMENT,APARTMENT,192000,residential_sale,1,,None,0,0,1,6,0,,65,,,0,None
Antwerp,2018,Flanders,,None,HOUSE,HOUSE,595000,residential_sale,4,,None,0,0,0,,0,,,,,0,None
Sint-Niklaas,9100,Flanders,,None,HOUSE,HOUSE,289000,residential_sale,3,,None,0,0,0,,0,,131,,,0,None
Ichtegem,8480,Flanders,,None,HOUSE,HOUSE,274000,residential_sale,3,,None,0,0,0,,1,,225,,,0,None
Watermael-Boitsfort,1170,Brussels,1930,F,HOUSE,HOUSE,600000,residential_sale,2,30,0,0,0,0,,1,30,94,100,2,0,AS_NEW
Knokke-Heist,8300,Flanders,,None,HOUSE,HOUSE,599000,residential_sale,3,,None,0,0,1,,0,,121,,,0,None
Ruisbroek,2870,Flanders,,None,HOUSE,HOUSE,539000,residential_sale,4,,None,0,0,1,7,0,,245,,,0,None
Hasselt,3500,Flanders,,None,HOUSE,HOUSE,395000,residential_sale,3,,None,0,0,0,,0,,233,,,0,None
Antwerp,2100,Flanders,,None,APARTMENT,APARTMENT,234000,residential_sale,2,,None,0,1,1,3,0,,92,,,0,None
Opwijk,1745,Flanders,1948,C,HOUSE,HOUSE,548500,residential_sale,3,100,1,0,1,1,55,1,350,261,605,2,0,JUST_RENOVATED
Hasselt,3500,Flanders,,None,HOUSE,HOUSE,360000,residential_sale,3,,None,0,0,1,,0,,207,,,0,None
Oostende,8400,Flanders,,None,HOUSE,HOUSE,239900,residential_sale,3,,None,0,0,1,,0,,185,,,0,None
Wezembeek-Oppem,1970,Flanders,1973,C,HOUSE,HOUSE,985000,residential_sale,5,60,1,0,1,1,55,1,570,320,1297,4,0,JUST_RENOVATED
Antwerp,2100,Flanders,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,1,1,3,0,,92,,,0,None
Lasne,1380,Wallonie,1920,F,HOUSE,HOUSE,599000,residential_sale,4,55,0,0,0,1,,1,649,480,649,3,0,JUST_RENOVATED
Pepinster,4860,Wallonie,,None,HOUSE,APARTMENT_BLOCK,225000,residential_sale,4,,None,0,0,0,,1,50,210,,,0,None
Hasselt,3500,Flanders,,None,HOUSE,HOUSE,350000,residential_sale,4,,None,0,0,0,,0,,181,,,0,None
Zwijndrecht (Zwijndrecht),2070,Flanders,,None,APARTMENT,APARTMENT,199000,residential_sale,2,,None,0,0,1,7,0,,80,,,0,None
Bonheiden,2820,Flanders,,None,HOUSE,HOUSE,590000,residential_sale,3,,None,0,1,1,,1,,183,,,0,None
Keerbergen,3140,Flanders,,None,HOUSE,HOUSE,297000,residential_sale,0,,None,0,0,0,,0,,154,,,0,None
Berchem,2600,Flanders,,None,APARTMENT,APARTMENT,337000,residential_sale,2,,None,0,1,1,13,1,17,74,,,0,None
Etterbeek,1040,Brussels,,,HOUSE,HOUSE,580000,residential_sale,4,21,1,0,0,1,11,0,,200,200,2,0,GOOD
Butgenbach,4750,Wallonie,1968,D,HOUSE,HOUSE,335000,residential_sale,5,29,0,0,0,1,,1,700,189,822,4,0,GOOD
Watermael-Boitsfort,1170,Brussels,1964,F,HOUSE,HOUSE,575000,residential_sale,4,45,0,0,0,0,,1,75,270,210,2,0,TO_RENOVATE
Lier,2500,Flanders,,None,HOUSE,HOUSE,338000,residential_sale,3,,None,0,1,0,,1,,130,,,0,None
Pepinster Wegnez,4860,Wallonie,,None,HOUSE,HOUSE,174000,residential_sale,5,,None,0,0,1,35,1,250,200,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,1967,E,HOUSE,HOUSE,880000,residential_sale,5,45,1,0,0,1,28,1,102,325,378,3,0,AS_NEW
Antwerp,2600,Flanders,,None,APARTMENT,APARTMENT,265000,residential_sale,2,,None,0,0,1,15,0,,80,,,0,None
Neufchateau,6840,Wallonie,,None,HOUSE,HOUSE,230000,residential_sale,4,,None,0,0,0,,1,1500,135,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,1921,E,HOUSE,HOUSE,575000,residential_sale,2,32,1,1,0,1,45,0,,90,100,2,0,AS_NEW
Knokke-Heist,8300,Flanders,,None,APARTMENT,APARTMENT,399000,residential_sale,1,,None,1,0,1,,1,,60,,,0,None
Seraing,4102,Wallonie,,C,HOUSE,HOUSE,199000,residential_sale,6,35,0,0,0,1,33,0,,180,85,3,0,TO_RENOVATE
Halle,1500,Flanders,,None,APARTMENT,PENTHOUSE,475000,residential_sale,2,,None,0,0,1,37,0,,105,,,0,None
Beersel,1650,Flanders,1969,F,HOUSE,HOUSE,562000,residential_sale,4,40,0,0,1,0,,0,,172,520,3,0,TO_BE_DONE_UP
Habay,6720,Wallonie,,None,HOUSE,HOUSE,570000,residential_sale,3,,None,0,1,0,,1,,157,,,0,None
Nijlen,2560,Flanders,,None,HOUSE,HOUSE,369000,residential_sale,3,,None,0,0,0,,0,,180,,,0,None
Halle,1500,Flanders,,None,APARTMENT,APARTMENT,475000,residential_sale,2,,None,0,0,1,37,0,,105,,,0,None
Verviers,4800,Wallonie,,None,HOUSE,HOUSE,239000,residential_sale,5,,None,0,0,0,,0,,183,,,0,None
Antwerpen Merksem,2170,Flanders,,None,HOUSE,HOUSE,385000,residential_sale,3,,None,0,0,0,,1,85,165,,,0,None
Sint-Amandsberg,9040,Flanders,,None,APARTMENT,PENTHOUSE,815000,residential_sale,3,,None,0,0,1,100,0,,153,,,0,None
Sint-Pieters-Leeuw,1600,Flanders,,None,HOUSE,HOUSE,425000,residential_sale,3,,None,0,0,1,50,0,,250,,,0,None
Hoboken,2660,Flanders,,None,HOUSE,HOUSE,349000,residential_sale,3,,None,0,0,1,24,0,,105,,,0,None
Nieuwpoort,8620,Flanders,,None,APARTMENT,APARTMENT,245000,residential_sale,2,,None,0,0,1,,0,,50,,,0,None
Turnhout,2300,Flanders,,None,HOUSE,HOUSE,219000,residential_sale,2,,None,0,1,1,,0,,178,,,0,None
Turnhout,2300,Flanders,,None,HOUSE,HOUSE,269000,residential_sale,3,,None,0,1,0,,1,,118,,,0,None
Beersel,1652,Flanders,,None,APARTMENT,SERVICE_FLAT,150000,residential_sale,1,,None,0,0,1,22,0,,47,,,0,None
De Panne,8660,Flanders,,None,APARTMENT,APARTMENT,369000,residential_sale,3,,None,1,0,1,,0,,,,,0,None
LES HAYONS,6830,Wallonie,,None,HOUSE,HOUSE,550000,residential_sale,4,,None,0,1,1,,0,,194,,,0,None
Bazel,9150,Flanders,,None,HOUSE,HOUSE,269000,residential_sale,2,,None,0,0,1,16,1,30,101,,,0,None
Aalter,9880,Flanders,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,0,0,,0,,88,,,0,None
Houthalen-Helchteren,3530,Flanders,,None,APARTMENT,APARTMENT,315000,residential_sale,2,,None,0,0,0,,0,,124,,,0,None
BUZET,6230,Wallonie,1960,C,HOUSE,HOUSE,550000,residential_sale,6,32,0,0,1,1,,0,,251,2229,4,0,GOOD
Ronse,9600,Flanders,,None,HOUSE,HOUSE,179000,residential_sale,3,,None,0,0,1,,1,,152,,,0,None
Halle,1500,Flanders,,None,APARTMENT,APARTMENT,249900,residential_sale,1,,None,0,0,1,24,0,,66,,,0,None
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,260000,residential_sale,2,,None,0,0,1,16,0,,80,,,0,None
Boncelles,4100,Wallonie,2007,,HOUSE,HOUSE,359900,residential_sale,4,25,1,0,0,1,85,1,300,200,622,3,1,GOOD
