locality,postal_code,region,property_type,subtype_property,price,contruction_year,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Antwerpen,2100,Flanders,APARTMENT,APARTMENT,169000,,residential_sale,2,,None,0,0,1,3,0,,70,,,0,None
Schaarbeek,1030,Brussels,APARTMENT,APARTMENT,359000,,residential_sale,2,,None,0,0,1,3,0,,110,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,350000,,residential_sale,2,,None,1,1,1,,0,,68,,,0,None
Herent,3020,Flanders,APARTMENT,APARTMENT,350000,,residential_sale,3,,None,0,1,0,,1,,169,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,APARTMENT,APARTMENT,350000,1979,residential_sale,2,30,1,0,0,1,10,0,,110,,2,0,GOOD
Oupeye,4680,Wallonie,APARTMENT,APARTMENT,349000,1963,residential_sale,3,93,0,0,0,0,,1,123,221,,3,0,GOOD
Wezembeek-Oppem,1970,Flanders,HOUSE,HOUSE,349000,1960,residential_sale,3,20,0,0,0,1,14,1,60,80,170,3,0,TO_BE_DONE_UP
Dilbeek,1700,Flanders,APARTMENT,APARTMENT,349000,,residential_sale,2,,None,0,0,1,,0,,120,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,345000,,residential_sale,3,,None,0,0,1,14,0,,100,,,0,None
Arlon,6700,Wallonie,APARTMENT,APARTMENT,345000,,residential_sale,2,,None,0,0,1,28,0,,99,,,0,None
Oudenaarde,9700,Flanders,HOUSE,HOUSE,415000,,residential_sale,3,,None,0,1,0,,0,,170,,,0,None
SINT-AMANDSBERG,9040,Flanders,APARTMENT,APARTMENT,249000,,residential_sale,2,,None,0,1,1,,0,,88,,,0,None
Herselt (Herselt),2230,Flanders,APARTMENT,APARTMENT,310000,,residential_sale,2,,None,0,0,1,17,1,16,108,,,0,None
Herselt (Herselt),2230,Flanders,APARTMENT,APARTMENT,275000,,residential_sale,1,,None,0,0,1,20,1,26,98,,,0,None
Merksem,2170,Flanders,HOUSE,HOUSE,595000,1985,residential_sale,5,45,0,0,1,1,,1,178,386,316,2,0,TO_RENOVATE
Herselt (Herselt),2230,Flanders,APARTMENT,APARTMENT,283000,,residential_sale,2,,None,0,0,1,13,0,,95,,,0,None
Herselt (Herselt),2230,Flanders,APARTMENT,APARTMENT,295000,,residential_sale,2,,None,0,0,1,13,0,,103,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,280000,,residential_sale,2,,None,0,0,1,10,0,,85,,,0,None
Putte,2580,Flanders,HOUSE,HOUSE,285000,,residential_sale,4,,None,0,1,0,,1,,240,,,0,None
Beringen,3580,Flanders,HOUSE,HOUSE,359000,,residential_sale,3,,None,0,1,0,,0,,180,,,0,None
Herselt (Herselt),2230,Flanders,APARTMENT,APARTMENT,429000,,residential_sale,3,,None,0,0,1,28,0,,142,,,0,None
ELOUGES,7370,Wallonie,HOUSE,HOUSE,155000,,residential_sale,2,,None,0,1,1,,0,,84,,,0,None
LA BOUVERIE,7080,Wallonie,HOUSE,HOUSE,320000,,residential_sale,3,,None,0,1,1,,0,,277,,,0,None
Herselt (Herselt),2230,Flanders,HOUSE,HOUSE,421600,,residential_sale,3,,None,0,0,1,36,1,87,178,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,339000,,residential_sale,2,,None,0,0,1,5,0,,94,,,0,None
Auderghem,1160,Brussels,APARTMENT,APARTMENT,340000,1966,residential_sale,2,29,0,0,0,1,2,0,,100,,2,0,GOOD
Glabbeek,3380,Flanders,HOUSE,HOUSE,339000,1930,residential_sale,4,25,0,0,0,1,25,1,2500,130,3250,4,0,TO_RENOVATE
Destelbergen,9070,Flanders,APARTMENT,APARTMENT,335000,,residential_sale,2,,None,0,1,0,,0,,104,,,0,None
Machelen,1830,Flanders,APARTMENT,APARTMENT,335000,,residential_sale,2,,None,0,1,1,,0,,97,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,335000,,residential_sale,1,,None,1,0,0,,0,,63,,,0,None
Gembloux,5030,Wallonie,APARTMENT,APARTMENT,335000,,residential_sale,3,,None,0,1,1,7,1,,100,,,0,None
Brussels City,1000,Brussels,APARTMENT,APARTMENT,335000,,residential_sale,1,,None,0,1,1,12,0,,67,,,0,None
Remicourt,4350,Wallonie,HOUSE,HOUSE,330000,1899,residential_sale,3,40,0,0,0,0,,1,1200,195,1410,3,0,GOOD
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,329000,,residential_sale,2,,None,0,0,1,4,0,,85,,,0,None
Mechelen-Zuid,2800,Flanders,HOUSE,HOUSE,325600,1875,residential_sale,2,19,0,0,0,0,,0,,172,189,2,0,GOOD
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,325000,,residential_sale,2,,None,0,0,1,5,0,,95,,,0,None
Assebroek,8310,Flanders,APARTMENT,APARTMENT,349000,,residential_sale,3,,None,0,0,1,,0,,136,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,349000,,residential_sale,2,,None,0,0,0,,1,20,95,,,1,None
Anderlecht,1070,Brussels,APARTMENT,APARTMENT,229000,,residential_sale,2,,None,0,0,1,15,0,,70,,,0,None
Assebroek,8310,Flanders,APARTMENT,APARTMENT,349000,,residential_sale,3,,None,0,0,1,,0,,136,,,0,None
Brugge,8000,Flanders,HOUSE,HOUSE,349000,,residential_sale,3,,None,0,0,1,,0,,136,,,0,None
Theux,4910,Wallonie,HOUSE,HOUSE,785000,,residential_sale,4,53,0,0,0,1,50,1,5000,250,5204,4,0,
Trois-ponts,4980,Wallonie,HOUSE,HOUSE,375000,,residential_sale,3,,None,0,0,1,,1,1,132,,,0,None
Assenede,9961,Flanders,HOUSE,HOUSE,260000,,residential_sale,2,,None,0,0,0,,0,,162,,,0,None
MARQUAIN,7522,Wallonie,HOUSE,HOUSE,690000,,residential_sale,5,,None,0,1,0,,0,,250,,,0,None
Anderlecht,1070,Brussels,APARTMENT,APARTMENT,245000,,residential_sale,2,,None,0,0,1,,0,,91,,,0,None
Charleroi Gilly,6060,Wallonie,APARTMENT,APARTMENT,99000,,residential_sale,2,,None,0,0,1,4,0,,90,,,0,None
Momignies,6590,Wallonie,HOUSE,HOUSE,190000,,residential_sale,3,45,0,0,0,1,20,0,,180,0,4,0,
PUURS-SINT-AMANDS,2870,Flanders,HOUSE,HOUSE,399000,1980,residential_sale,4,28,0,0,1,1,,1,,173,609,3,0,GOOD
Rixensart,1330,Wallonie,HOUSE,HOUSE,690000,1900,residential_sale,5,30,1,0,0,1,85,1,520,237,800,2,0,GOOD
Verviers,4800,Wallonie,APARTMENT,APARTMENT,179000,,residential_sale,2,,None,0,0,1,20,0,,72,,,0,None
PUURS-SINT-AMANDS,2870,Flanders,HOUSE,HOUSE,339000,1968,residential_sale,2,25,0,0,1,0,,1,,98,643,3,0,GOOD
Charleroi Marcinelle,6001,Wallonie,HOUSE,HOUSE,59000,,residential_sale,2,14,0,0,0,0,,1,60,85,130,2,0,TO_RENOVATE
Sint-Agatha-Berchem,1082,Brussels,APARTMENT,APARTMENT,305000,,residential_sale,3,,None,0,0,1,21,0,,112,,,0,None
SERAING,4100,Wallonie,HOUSE,HOUSE,249000,,residential_sale,3,,None,0,0,1,26,1,602,184,,,0,None
WALHAIN,1457,Wallonie,HOUSE,HOUSE,300000,1935,residential_sale,2,29,0,0,1,0,,1,557,102,670,4,0,GOOD
CLAVIER-STATION,4560,Wallonie,HOUSE,HOUSE,299000,1946,residential_sale,4,20,0,0,1,1,60,1,547,262,739,4,0,GOOD
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,305000,,residential_sale,2,,None,1,1,1,,0,,68,,,0,None
Liege,4000,Wallonie,APARTMENT,APARTMENT,299000,,residential_sale,2,,None,0,0,1,,0,,80,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,305000,,residential_sale,2,,None,0,1,1,,0,,102,,,0,None
Borgerhout,2140,Flanders,APARTMENT,APARTMENT,299000,1964,residential_sale,2,28,0,0,1,1,3,0,,177,,3,0,TO_BE_DONE_UP
Sint-Jans-Molenbeek,1080,Brussels,APARTMENT,APARTMENT,299000,,residential_sale,2,,None,0,0,1,,0,,95,,,0,None
Sint-Pieters-Leeuw,1600,Flanders,APARTMENT,APARTMENT,299000,,residential_sale,3,,None,0,1,1,30,0,,90,,,0,None
Ternat,1740,Flanders,HOUSE,HOUSE,299000,1965,residential_sale,3,20,0,0,0,1,,0,,122,205,3,0,TO_RENOVATE
Schoten,2900,Flanders,HOUSE,HOUSE,375000,,residential_sale,2,,None,0,1,0,,1,250,167,,,0,None
Neder-over-Heembeek,1120,Brussels,APARTMENT,APARTMENT,299000,1966,residential_sale,2,32,0,0,0,1,3,0,,105,,,0,GOOD
Havelange,5370,Wallonie,HOUSE,HOUSE,530000,,residential_sale,10,,None,0,0,0,,0,,459,,,0,None
OOSTMALLE,2390,Flanders,APARTMENT,APARTMENT,269000,,residential_sale,3,,None,0,1,1,22,0,,140,,,0,None
Schoten,2900,Flanders,HOUSE,HOUSE,435000,,residential_sale,5,,None,0,1,1,,1,,175,,,0,None
OOSTMALLE,2390,Flanders,HOUSE,HOUSE,269000,1984,residential_sale,3,53,0,0,1,1,22,0,,140,0,2,0,JUST_RENOVATED
Drogenbos,1620,Flanders,APARTMENT,APARTMENT,280000,,residential_sale,2,,None,0,1,1,8,0,,85,,,0,None
Oud-Turnhout,2360,Flanders,HOUSE,HOUSE,349000,,residential_sale,3,29,0,0,1,1,,1,,199,280,2,0,JUST_RENOVATED
Dessel,2480,Flanders,HOUSE,HOUSE,290000,1954,residential_sale,1,43,0,0,1,0,,0,,153,930,4,0,GOOD
Borgerhout,2140,Flanders,APARTMENT,APARTMENT,235000,,residential_sale,2,,None,0,1,1,3,0,,75,,,0,None
Borgerhout,2140,Flanders,APARTMENT,APARTMENT,225000,,residential_sale,2,,None,0,1,1,3,0,,72,,,0,None
Etterbeek,1040,Brussels,HOUSE,HOUSE,475000,,residential_sale,4,,None,0,0,0,,0,,160,,,0,None
Morlanwelz,7140,Wallonie,HOUSE,HOUSE,220000,,residential_sale,3,40,0,0,0,1,20,1,250,150,500,2,0,
Saint-Josse-ten-Noode,1210,Brussels,APARTMENT,APARTMENT,149000,,residential_sale,1,,None,0,0,0,,0,,50,,,0,None
Anderlecht,1070,Brussels,APARTMENT,APARTMENT,169000,,residential_sale,1,,None,0,0,0,,0,,70,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,325000,,residential_sale,2,,None,0,0,1,3,0,,81,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,325000,,residential_sale,2,,None,0,0,1,12,0,,88,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,319000,,residential_sale,2,,None,1,1,1,,0,,80,,,0,None
Libin,6890,Wallonie,HOUSE,HOUSE,319900,1991,residential_sale,3,30,0,0,0,1,35,1,1215,150,1335,4,0,GOOD
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,320000,1964,residential_sale,2,22,0,0,0,1,5,0,,78,,2,0,AS_NEW
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,319000,,residential_sale,2,,None,1,1,1,,0,,83,,,0,None
Anthisnes,4160,Wallonie,HOUSE,HOUSE,315000,,residential_sale,3,,None,0,1,1,20,1,1100,125,,,0,None
Middelkerke,8430,Flanders,APARTMENT,APARTMENT,315000,,residential_sale,2,,None,1,1,0,,0,,66,,,0,None
KONINGSHOOIKT,2500,Flanders,APARTMENT,APARTMENT,319000,,residential_sale,2,,None,0,1,1,,0,,82,,,0,None
Dendermonde,9200,Flanders,HOUSE,HOUSE,295000,,residential_sale,3,,None,0,1,1,,0,,,,,0,None
Ternat,1740,Flanders,HOUSE,HOUSE,309000,1909,residential_sale,3,34,1,0,0,1,,0,,166,124,2,0,GOOD
Bruxelles,1120,Brussels,APARTMENT,APARTMENT,313000,2016,residential_sale,3,25,1,0,0,1,7,0,,98,,2,0,AS_NEW
Dottignies,7711,Wallonie,HOUSE,HOUSE,479000,,residential_sale,4,,None,0,1,0,,0,,300,,,0,None
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,315000,1924,residential_sale,2,54,0,0,0,1,18,1,44,99,,2,0,TO_RENOVATE
Wenduine,8420,Flanders,APARTMENT,APARTMENT,185000,,residential_sale,2,,None,1,0,0,,0,,65,,,0,None
Gent,9050,Flanders,HOUSE,HOUSE,395000,,residential_sale,3,,None,0,0,0,,1,57,242,,,0,None
Ninove,9400,Flanders,HOUSE,HOUSE,299000,,residential_sale,4,,None,0,1,0,,0,,162,,,0,None
Zaventem,1930,Flanders,HOUSE,HOUSE,525000,1899,residential_sale,3,45,1,0,1,1,30,0,,190,400,4,0,AS_NEW
Izegem,8870,Flanders,HOUSE,HOUSE,200000,,residential_sale,3,,None,0,0,0,,1,,150,,,0,None
Kortrijk,8500,Flanders,HOUSE,HOUSE,450000,,residential_sale,2,,None,0,1,1,13,0,,225,,,0,None
MATER,9700,Flanders,HOUSE,HOUSE,468000,,residential_sale,3,,None,0,1,0,,0,,192,,,0,None
Lauwe,8930,Flanders,HOUSE,HOUSE,175000,,residential_sale,2,,None,0,0,0,,0,,,,,0,None
Harelbeke,8530,Flanders,HOUSE,HOUSE,799500,,residential_sale,2,,None,0,1,1,13,0,,414,,,0,None
Ingelmunster,8770,Flanders,HOUSE,HOUSE,245000,,residential_sale,3,,None,0,0,1,,1,,190,,,0,None
Westende,8434,Flanders,HOUSE,HOUSE,485000,,residential_sale,4,,None,0,0,0,,0,,,,,0,None
Kortrijk,8500,Flanders,HOUSE,HOUSE,285000,,residential_sale,6,,None,0,0,1,,0,,,,,0,None
Lauwe,8930,Flanders,HOUSE,HOUSE,157000,,residential_sale,2,,None,0,0,0,,1,,175,,,0,None
Awans,4340,Wallonie,HOUSE,HOUSE,279000,,residential_sale,2,,None,0,1,1,,1,,140,,,0,None
Heppen,3971,Flanders,HOUSE,HOUSE,349000,1935,residential_sale,3,27,0,0,1,1,12,1,250,176,490,3,0,AS_NEW
Dessel,2480,Flanders,HOUSE,HOUSE,564000,,residential_sale,4,42,0,0,0,1,,0,,270,1237,,0,GOOD
Heule,8501,Flanders,HOUSE,HOUSE,215000,,residential_sale,4,,None,0,0,0,,0,,,,,0,None
Heppen,3971,Flanders,APARTMENT,APARTMENT,219000,,residential_sale,3,,None,0,1,0,,0,,122,,,0,None
Deurne,2100,Flanders,HOUSE,HOUSE,295000,,residential_sale,2,27,0,0,1,1,23,0,,98,134,3,0,GOOD
Stabroek,2940,Flanders,APARTMENT,APARTMENT,189000,1995,residential_sale,1,18,0,0,0,1,18,0,,50,,2,0,GOOD
Lauwe,8930,Flanders,HOUSE,HOUSE,349000,,residential_sale,4,,None,0,0,1,,1,,,,,0,None
ChÃtelineau,6200,Wallonie,HOUSE,HOUSE,199000,1918,residential_sale,3,50,0,0,0,1,12,0,,126,130,2,0,
Roesbrugge-Haringe,8972,Flanders,HOUSE,HOUSE,279000,,residential_sale,3,,None,0,0,1,,1,,125,,,0,None
Berchem,2600,Flanders,APARTMENT,APARTMENT,365000,1974,residential_sale,2,40,0,0,1,1,7,0,,100,,,0,JUST_RENOVATED
Moorsele,8560,Flanders,HOUSE,HOUSE,425000,,residential_sale,4,,None,0,0,0,,1,,195,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,420000,,residential_sale,2,31,0,0,0,1,5,0,,100,,2,0,JUST_RENOVATED
Marcinelle,6001,Wallonie,HOUSE,HOUSE,240000,,residential_sale,3,,None,0,1,0,,0,,214,,,0,None
GENT,9050,,HOUSE,HOUSE,450000,,residential_sale,3,,None,0,1,0,,1,,135,,,0,None
Izegem,8870,Flanders,HOUSE,HOUSE,229500,,residential_sale,3,,None,0,0,0,,0,,133,,,0,None
Jumet,6040,Wallonie,HOUSE,HOUSE,280000,,residential_sale,4,31,0,0,1,0,,0,,250,260,,0,AS_NEW
Liège,4020,Wallonie,APARTMENT,APARTMENT,158000,,residential_sale,1,,None,0,1,1,5,0,,55,,,0,None
Wevelgem,8560,Flanders,HOUSE,HOUSE,285000,,residential_sale,3,,None,0,0,0,,0,,160,,,0,None
Heist-aan-Zee,8301,Flanders,HOUSE,HOUSE,595000,,residential_sale,4,,None,0,0,1,,1,,190,,,0,None
Molenbeek-Saint-Jean,1080,Brussels,APARTMENT,APARTMENT,169000,,residential_sale,1,,None,0,0,1,,1,20,60,,,0,None
Evere,1140,Brussels,APARTMENT,APARTMENT,280000,,residential_sale,3,,None,0,0,1,,0,,100,,,0,None
Jette,1090,Brussels,APARTMENT,APARTMENT,199000,,residential_sale,2,,None,0,0,1,1,0,,65,,,0,None
Waregem,8790,Flanders,APARTMENT,APARTMENT,279000,,residential_sale,2,,None,1,1,1,22,0,,93,,,0,None
Aywaille,4920,Wallonie,HOUSE,HOUSE,299000,,residential_sale,3,,None,0,1,1,,0,,188,,,0,None
Kortrijk,8500,Flanders,APARTMENT,APARTMENT,175000,,residential_sale,1,,None,0,0,1,30,0,,59,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,279000,,residential_sale,2,,None,1,1,0,,0,,64,,,0,None
Hamme,9220,Flanders,HOUSE,HOUSE,235000,,residential_sale,3,,None,0,0,1,,0,,145,,,0,None
Brugge,8000,Flanders,HOUSE,HOUSE,269000,,residential_sale,3,,None,0,0,0,,0,,173,,,0,None
Huy,4500,Wallonie,HOUSE,HOUSE,279000,1958,residential_sale,3,30,0,0,1,1,10,1,100,290,204,4,0,GOOD
Aubange,6790,Wallonie,HOUSE,HOUSE,279000,,residential_sale,3,,None,0,0,1,,0,,162,,,0,None
MALDEREN,1840,Flanders,HOUSE,HOUSE,279000,1952,residential_sale,3,32,0,0,1,1,,1,,164,250,3,0,TO_BE_DONE_UP
Middelkerke,8434,Flanders,APARTMENT,APARTMENT,254000,,residential_sale,2,,None,0,0,1,,0,,,,,0,None
Brussels City,1000,Brussels,APARTMENT,APARTMENT,169000,,residential_sale,1,,None,0,0,0,,0,,38,,,0,None
De Panne,8660,Flanders,APARTMENT,APARTMENT,360000,,residential_sale,3,,None,0,0,1,,0,,164,,,0,None
Molenbeek-Saint-Jean,1080,Brussels,APARTMENT,APARTMENT,279000,,residential_sale,3,,None,0,0,1,10,0,,90,,,0,None
Anderlecht,1070,Brussels,APARTMENT,APARTMENT,279000,,residential_sale,3,,None,0,0,1,10,0,,90,,,0,None
Waregem,8790,Flanders,APARTMENT,APARTMENT,295000,,residential_sale,3,,None,0,0,1,,0,,153,,,0,None
Brussels City,1000,Brussels,APARTMENT,APARTMENT,299000,,residential_sale,2,,None,1,0,0,,0,,,,,0,None
De Haan,8420,Flanders,HOUSE,HOUSE,799000,,residential_sale,3,,None,0,0,1,,1,,314,,,0,None
Ieper,8900,Flanders,HOUSE,HOUSE,198000,,residential_sale,6,,None,0,0,1,10,0,,177,,,0,None
Ledegem,8880,Flanders,APARTMENT,APARTMENT,275000,,residential_sale,3,,None,0,0,1,,0,,137,,,0,None
Zellik,1731,Flanders,APARTMENT,APARTMENT,275000,,residential_sale,2,,None,0,1,1,11,0,,96,,,0,None
Ninove,9402,Flanders,HOUSE,HOUSE,275000,1918,residential_sale,4,30,0,0,0,1,,0,,288,877,4,0,TO_BE_DONE_UP
Ieper,8900,Flanders,APARTMENT,APARTMENT,119000,,residential_sale,2,,None,0,0,1,2,0,,85,,,0,None
Erpe-Mere,9420,Flanders,HOUSE,HOUSE,299000,,residential_sale,4,18,0,0,0,1,,1,,200,182,3,0,GOOD
Chastre,1450,Wallonie,APARTMENT,APARTMENT,275000,,residential_sale,2,,None,0,1,1,5,0,,76,,,0,None
Liège,4000,Wallonie,APARTMENT,APARTMENT,289000,,residential_sale,2,,None,0,1,0,,0,,160,,,0,None
BEUZET,5030,Wallonie,HOUSE,HOUSE,295000,1909,residential_sale,4,29,0,0,1,1,25,1,450,164,1172,4,0,JUST_RENOVATED
Jette,1090,Brussels,APARTMENT,APARTMENT,289000,,residential_sale,3,,None,0,0,1,34,0,,111,,,0,None
Dilbeek,1700,Flanders,APARTMENT,APARTMENT,295000,,residential_sale,2,,None,0,0,1,5,1,60,105,,,0,None
Woluwe-saint-pierre,1150,Brussels,APARTMENT,APARTMENT,275000,1960,residential_sale,2,23,0,0,0,0,,0,,85,,2,0,GOOD
Wavre,1300,Wallonie,APARTMENT,APARTMENT,295000,,residential_sale,2,,None,0,1,1,3,0,,80,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,275000,,residential_sale,1,,None,0,0,1,5,0,,83,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,285000,,residential_sale,2,,None,1,1,1,,0,,72,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,275000,1931,residential_sale,2,29,0,0,0,0,,0,,85,,3,0,TO_BE_DONE_UP
Jette,1090,Brussels,APARTMENT,APARTMENT,295000,1975,residential_sale,2,35,0,0,0,1,25,0,,120,,2,0,GOOD
MOHA,4520,Wallonie,HOUSE,HOUSE,285000,1968,residential_sale,3,32,0,0,1,1,15,1,1075,160,1199,4,0,TO_BE_DONE_UP
Dilbeek,1700,Flanders,APARTMENT,APARTMENT,285000,,residential_sale,2,,None,0,0,1,5,1,60,105,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,295000,,residential_sale,2,,None,0,0,1,10,0,,75,,,0,None
Gent,9000,Flanders,APARTMENT,APARTMENT,274000,,residential_sale,2,,None,0,1,1,15,1,150,83,,,0,None
Brugge Zeebrugge,8380,Flanders,APARTMENT,APARTMENT,272000,2005,residential_sale,3,36,0,0,1,1,1,0,,90,,,0,GOOD
Laeken,1020,Brussels,APARTMENT,APARTMENT,295000,,residential_sale,2,,None,0,0,1,,1,500,100,,,0,None
Evere,1140,Brussels,APARTMENT,APARTMENT,285000,,residential_sale,2,,None,0,0,1,13,0,,83,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,295000,,residential_sale,3,,None,0,0,1,8,0,,119,,,0,None
Middelkerke,8430,Flanders,APARTMENT,APARTMENT,290000,,residential_sale,2,,None,1,1,1,,0,,73,,,1,None
Bouillon,6830,Wallonie,HOUSE,HOUSE,280000,1959,residential_sale,4,15,0,0,0,1,20,1,372,180,530,4,0,TO_BE_DONE_UP
Heverlee,3001,Flanders,APARTMENT,APARTMENT,284000,,residential_sale,2,,None,0,1,1,4,0,,89,,,0,None
WOLUWÉ-SAINT-PIERRE,1150,Brussels,APARTMENT,APARTMENT,595000,,residential_sale,3,,None,0,1,1,4,0,,150,,,0,None
Arlon,6700,Wallonie,APARTMENT,APARTMENT,280000,,residential_sale,3,,None,0,1,0,,0,,120,,,0,None
Hasselt,3500,Flanders,HOUSE,HOUSE,169000,1932,residential_sale,1,26,0,0,1,1,16,1,400,94,552,3,0,TO_RESTORE
Uccle,1180,Brussels,HOUSE,HOUSE,399000,2008,residential_sale,2,30,1,0,0,1,44,0,,107,0,2,0,AS_NEW
Florée,5334,Wallonie,HOUSE,HOUSE,399000,,residential_sale,4,,None,0,1,0,,0,,150,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,280000,1969,residential_sale,2,25,1,0,0,1,10,0,,70,,3,0,AS_NEW
SINT-AGATHA-BERCHEM,1082,Brussels,APARTMENT,APARTMENT,259000,,residential_sale,2,,None,0,1,1,9,0,,91,,,0,None
Ranst,2520,Flanders,APARTMENT,APARTMENT,225000,,residential_sale,3,28,0,0,1,1,,0,,75,,3,0,GOOD
Middelkerke,8430,Flanders,HOUSE,HOUSE,285000,,residential_sale,3,,None,0,1,0,,0,,158,,,0,None
LIGNE,7812,Wallonie,HOUSE,HOUSE,595000,,residential_sale,4,,None,0,1,1,,1,,365,,,0,None
Buizingen,1501,Flanders,HOUSE,HOUSE,340000,,residential_sale,2,,None,0,1,0,,0,,124,,,0,None
Chaumont-Gistoux,1325,Wallonie,HOUSE,HOUSE,580000,1977,residential_sale,5,34,0,0,1,1,50,1,1090,177,2214,4,0,TO_RENOVATE
Deerlijk,8540,Flanders,HOUSE,HOUSE,465000,,residential_sale,4,,None,0,1,0,,0,,175,,,0,None
Harelbeke,8530,Flanders,HOUSE,HOUSE,465000,,residential_sale,4,,None,0,1,0,,0,,175,,,0,None
Willebroek,2830,Flanders,HOUSE,HOUSE,619000,,residential_sale,3,,None,0,0,0,,1,1900,243,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,195000,,residential_sale,1,,None,0,1,1,10,0,,70,,,0,None
Avelgem,8580,Flanders,HOUSE,HOUSE,485000,,residential_sale,4,,None,0,1,0,,0,,176,,,0,None
LANDEGEM,9850,Flanders,HOUSE,HOUSE,270000,1959,residential_sale,3,14,0,0,1,1,,1,335,100,709,3,0,TO_RENOVATE
Dilbeek,1700,Flanders,APARTMENT,APARTMENT,270000,,residential_sale,2,,None,0,0,1,5,0,,105,,,0,None
Dilbeek,1700,Flanders,APARTMENT,APARTMENT,270000,,residential_sale,2,,None,0,0,1,5,0,,105,,,0,None
MORLANWELZ-MARIEMONT,7140,Wallonie,APARTMENT,APARTMENT,165000,,residential_sale,3,,None,0,1,0,,0,,118,,,0,None
Edegem,2650,Flanders,APARTMENT,APARTMENT,269000,,residential_sale,2,,None,0,1,1,6,0,,93,,,0,None
Seraing,4100,Wallonie,HOUSE,HOUSE,269000,1933,residential_sale,3,14,1,0,0,1,15,1,120,110,231,3,1,GOOD
Antwerp,2060,Flanders,APARTMENT,APARTMENT,269350,,residential_sale,2,,None,0,1,1,29,0,,74,,,0,None
Leuven,3000,Flanders,APARTMENT,APARTMENT,269000,1975,residential_sale,1,20,0,0,0,1,3,0,,55,,2,0,AS_NEW
Evere,1140,Brussels,APARTMENT,APARTMENT,265000,,residential_sale,2,,None,0,0,0,,0,,88,,,0,None
Watermael-Boitsfort,1170,Brussels,APARTMENT,APARTMENT,265000,1964,residential_sale,2,25,0,0,0,1,12,0,,75,,,0,TO_BE_DONE_UP
Kortrijk,8500,Flanders,HOUSE,HOUSE,799500,,residential_sale,2,,None,0,1,1,13,0,,414,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,265000,,residential_sale,1,,None,0,0,1,4,0,,74,,,0,None
Harelbeke,8530,Flanders,HOUSE,HOUSE,350000,,residential_sale,2,,None,0,1,1,18,0,,190,,,0,None
Blankenberge,8370,Flanders,HOUSE,HOUSE,325000,,residential_sale,4,53,0,0,0,1,,0,,217,246,,0,GOOD
Antwerp,2018,Flanders,APARTMENT,APARTMENT,499000,,residential_sale,4,,None,0,1,1,9,0,,175,,,0,None
Ingelmunster,8770,Flanders,HOUSE,HOUSE,349000,,residential_sale,3,,None,0,0,1,,1,,225,,,0,None
Harelbeke,8530,Flanders,HOUSE,HOUSE,159000,,residential_sale,2,,None,0,0,0,,0,,,,,0,None
Menen,8930,Flanders,HOUSE,HOUSE,349000,,residential_sale,3,,None,0,0,1,,0,,,,,0,None
Kuurne,8520,Flanders,APARTMENT,APARTMENT,169000,,residential_sale,3,,None,0,0,0,,0,,104,,,0,None
Gent,9000,Flanders,HOUSE,HOUSE,785000,,residential_sale,4,,None,0,0,1,,1,28,180,,,0,None
Izegem,8870,Flanders,HOUSE,HOUSE,305000,,residential_sale,3,,None,0,0,0,,1,100,160,,,0,None
Izegem,8870,Flanders,HOUSE,HOUSE,320000,,residential_sale,3,,None,0,0,0,,0,,160,,,0,None
Izegem,8870,Flanders,HOUSE,HOUSE,395000,,residential_sale,2,,None,0,0,0,,1,,325,,,0,None
