locality,postal_code,region,property_type,subtype_property,price,contruction_year,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Deinze,9800,Flanders,APARTMENT,APARTMENT,438000,2023,residential_sale,2,18,0,0,0,1,22,1,,105,,4,0,
Oostende,8400,Flanders,APARTMENT,APARTMENT,145000,,residential_sale,1,,None,0,0,1,,0,,32,,,0,None
Bachte-Maria-Leerne,9800,Flanders,APARTMENT,APARTMENT,339000,2023,residential_sale,2,13,0,0,0,1,9,1,,103,,,0,
Bachte-Maria-Leerne,9800,Flanders,APARTMENT,APARTMENT,336000,2023,residential_sale,2,13,0,0,0,1,9,1,,102,,,0,
Bachte-Maria-Leerne,9800,Flanders,APARTMENT,APARTMENT,298000,2023,residential_sale,1,23,0,0,0,1,10,1,,88,,,0,
Bachte-Maria-Leerne,9800,Flanders,APARTMENT,APARTMENT,363000,2023,residential_sale,2,18,0,0,0,1,8,1,,98,,,0,
Bachte-Maria-Leerne,9800,Flanders,APARTMENT,APARTMENT,363000,2023,residential_sale,2,18,0,0,0,1,8,1,,98,,,0,
Bachte-Maria-Leerne,9800,Flanders,APARTMENT,APARTMENT,359000,2023,residential_sale,2,18,0,0,0,1,64,1,,98,,,0,
Bachte-Maria-Leerne,9800,Flanders,APARTMENT,APARTMENT,365000,2023,residential_sale,2,18,0,0,0,1,85,1,,98,,,0,
Bachte-Maria-Leerne,9800,Flanders,APARTMENT,APARTMENT,379000,2023,residential_sale,2,26,0,0,0,1,116,1,,104,,,0,
Liège,4000,Wallonie,APARTMENT,APARTMENT,279000,,residential_sale,3,,None,0,1,1,,0,,149,,,0,None
Putte,2580,Flanders,APARTMENT,APARTMENT,279000,,residential_sale,2,,None,0,1,1,,0,,106,,,0,None
Koekelberg,1081,Brussels,APARTMENT,APARTMENT,279000,,residential_sale,3,,None,0,0,1,10,0,,121,,,0,None
Bachte-Maria-Leerne,9800,Flanders,APARTMENT,APARTMENT,345000,2023,residential_sale,2,19,0,0,0,1,44,1,,94,,,0,
Brugge Zeebrugge,8380,Flanders,APARTMENT,APARTMENT,272000,2005,residential_sale,3,36,0,0,1,1,1,0,,90,,,0,
Zaventem Sint-Stevens-Woluwe,1932,Flanders,APARTMENT,APARTMENT,275000,,residential_sale,2,,None,0,0,1,8,0,,90,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,269000,,residential_sale,2,,None,0,0,0,,0,,94,,,0,None
Heist-aan-Zee,8301,Flanders,APARTMENT,APARTMENT,269000,,residential_sale,2,,None,0,0,1,,0,,64,,,0,None
Leuven,3018,Flanders,APARTMENT,APARTMENT,269000,,residential_sale,2,42,0,0,0,1,,0,,100,,,0,GOOD
Éghezée,5310,Wallonie,APARTMENT,APARTMENT,269000,,residential_sale,2,,None,0,0,1,79,0,,97,,,0,None
Bornem,2880,Flanders,APARTMENT,APARTMENT,269500,1992,residential_sale,2,85,0,0,1,1,,0,,151,,3,0,GOOD
Ieper,8900,Flanders,APARTMENT,APARTMENT,259000,,residential_sale,2,29,1,0,0,0,,0,,87,,,0,AS_NEW
Antwerp,2000,Flanders,APARTMENT,APARTMENT,269000,,residential_sale,2,,None,0,1,1,3,0,,86,,,0,None
Westende,8434,Flanders,APARTMENT,APARTMENT,259000,,residential_sale,2,25,1,0,0,1,,0,,87,,,0,AS_NEW
Middelkerke,8430,Flanders,APARTMENT,APARTMENT,259000,,residential_sale,2,,None,0,0,1,,0,,92,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,259000,,residential_sale,1,,None,1,0,1,6,0,,68,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,255000,,residential_sale,1,,None,0,0,0,,0,,71,,,0,None
Liège,4000,Wallonie,APARTMENT,APARTMENT,249000,,residential_sale,3,,None,0,0,0,,0,,117,,,0,None
Liège,4000,Wallonie,APARTMENT,APARTMENT,249500,,residential_sale,1,,None,0,1,0,,0,,92,,,0,None
Kortrijk,8500,Flanders,APARTMENT,APARTMENT,249000,,residential_sale,2,34,0,0,0,1,,0,,90,,,0,GOOD
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,245000,,residential_sale,2,,None,0,0,0,,0,,62,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,239000,,residential_sale,2,,None,0,0,0,,0,,85,,,0,None
Anderlecht,1070,Brussels,APARTMENT,APARTMENT,235000,,residential_sale,3,,None,0,1,1,6,0,,97,,,0,None
Wanze,4520,Wallonie,APARTMENT,APARTMENT,229900,,residential_sale,2,,None,0,1,1,,0,,90,,,0,None
Veurne,8630,Flanders,APARTMENT,APARTMENT,230000,,residential_sale,2,40,0,0,0,1,10,0,,75,,,0,GOOD
Bredene,8450,Flanders,APARTMENT,APARTMENT,229000,,residential_sale,2,,None,0,0,1,,0,,105,,,0,None
Aalst,9300,Flanders,APARTMENT,APARTMENT,229000,,residential_sale,2,32,0,0,0,0,,0,,100,,,0,GOOD
Aalst,9300,Flanders,APARTMENT,APARTMENT,229000,,residential_sale,2,32,0,0,0,1,3,0,,83,,,0,GOOD
BIERGHES,1430,Wallonie,HOUSE,HOUSE,340000,,residential_sale,3,35,0,0,1,1,30,1,1180,120,1425,4,0,JUST_RENOVATED
Daknam,9160,Flanders,APARTMENT,APARTMENT,235000,,residential_sale,2,,None,0,0,1,,0,,90,,,0,None
Braine-le-Comte,7090,Wallonie,HOUSE,HOUSE,375000,1895,residential_sale,4,18,0,0,1,1,20,1,420,224,320,2,0,JUST_RENOVATED
HYON,7022,Wallonie,HOUSE,HOUSE,185000,,residential_sale,3,,None,0,1,1,35,0,,162,,,0,None
Frameries,7080,Wallonie,HOUSE,HOUSE,189000,,residential_sale,3,,None,0,1,1,,0,,172,,,0,None
Anderlecht,1070,Brussels,APARTMENT,APARTMENT,165000,,residential_sale,1,,None,0,1,0,,0,,60,,,0,None
AUTREPPE,7387,Wallonie,HOUSE,HOUSE,229000,,residential_sale,3,,None,0,1,0,,0,,175,,,0,None
La Louvière,7110,Wallonie,HOUSE,HOUSE,280000,,residential_sale,5,,None,0,1,1,,1,380,300,,,0,None
Hemiksem,2620,Flanders,APARTMENT,APARTMENT,175000,1964,residential_sale,2,17,0,0,1,0,,0,,62,,3,0,GOOD
Hamme,9220,Flanders,HOUSE,HOUSE,720000,,residential_sale,3,,None,0,1,1,,1,,187,,,0,None
Herstal,4040,Wallonie,HOUSE,HOUSE,219900,,residential_sale,3,38,0,0,0,1,13,0,,142,442,4,0,
SAINTES,1480,Wallonie,HOUSE,HOUSE,315000,,residential_sale,3,,None,0,1,0,,0,,,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,1519000,,residential_sale,3,,None,0,0,1,10,0,,217,,,1,None
Sint-Genesius-Rode,1640,Flanders,HOUSE,HOUSE,399000,,residential_sale,3,,None,0,1,1,40,1,,187,,,0,None
Brasschaat,2930,Flanders,APARTMENT,APARTMENT,995000,,residential_sale,3,,None,0,1,1,,0,,313,,,0,None
Nieuwpoort,8620,Flanders,APARTMENT,APARTMENT,1090000,,residential_sale,3,71,0,0,0,1,,0,,130,,,0,AS_NEW
Antwerp,2000,Flanders,APARTMENT,APARTMENT,950000,2014,residential_sale,2,38,1,0,0,1,48,0,,180,,4,0,AS_NEW
Oostkamp,8020,Flanders,APARTMENT,APARTMENT,1000000,,residential_sale,2,,None,0,0,0,,0,,106,,,0,None
Knokke-Heist,8301,Flanders,APARTMENT,APARTMENT,890000,,residential_sale,3,,None,0,0,1,28,0,,119,,,0,None
Knokke-Heist,8300,Flanders,APARTMENT,APARTMENT,890000,,residential_sale,3,,None,0,0,1,28,0,,119,,,0,None
Liège,4000,Wallonie,APARTMENT,APARTMENT,830000,,residential_sale,2,,None,0,1,1,38,0,,280,,,0,None
Knokke-Heist,8300,Flanders,APARTMENT,APARTMENT,695000,,residential_sale,2,,None,0,0,1,3,0,,78,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,735000,,residential_sale,3,,None,0,0,1,5,1,46,180,,,0,None
Brussels City,1000,Brussels,APARTMENT,APARTMENT,599000,,residential_sale,3,,None,0,0,0,,0,,156,,,0,None
Oud-Turnhout,2360,Flanders,APARTMENT,APARTMENT,555000,1993,residential_sale,3,67,0,0,1,1,,1,,212,,4,0,GOOD
Heist-aan-Zee,8301,Flanders,APARTMENT,APARTMENT,569000,,residential_sale,2,,None,0,0,1,,0,,92,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,549000,,residential_sale,3,,None,1,0,1,,0,,104,,,0,None
Sint-Idesbald,8670,Flanders,APARTMENT,APARTMENT,525000,,residential_sale,2,,None,0,0,1,52,0,,75,,,0,None
Blankenberge,8370,Flanders,HOUSE,HOUSE,249500,,residential_sale,3,,None,0,1,0,,0,,150,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,499000,,residential_sale,3,35,1,0,0,0,,0,,134,,,0,AS_NEW
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,525000,,residential_sale,3,55,0,0,0,1,4,0,,125,,,0,GOOD
Brugge,8000,Flanders,HOUSE,HOUSE,389000,,residential_sale,3,,None,0,0,0,,1,,145,,,0,None
Oostende,8400,Flanders,HOUSE,HOUSE,315000,,residential_sale,4,,None,0,0,0,,0,,191,,,0,None
Assebroek,8310,Flanders,HOUSE,HOUSE,235000,,residential_sale,4,,None,0,0,0,,0,,165,,,0,None
Brugge,8000,Flanders,APARTMENT,APARTMENT,1395000,,residential_sale,3,,None,0,1,0,,0,,201,,,0,None
Brugge,8000,Flanders,APARTMENT,APARTMENT,1150000,,residential_sale,3,,None,0,1,0,,0,,160,,,0,None
Middelkerke,8430,Flanders,APARTMENT,APARTMENT,158000,,residential_sale,1,,None,0,0,0,,0,,38,,,0,None
Waterlandkerkje,4508 KA,,HOUSE,HOUSE,1695000,,residential_sale,0,,None,0,0,0,,0,,,,,0,None
Knokke-Heist,8300,Flanders,APARTMENT,APARTMENT,625000,,residential_sale,2,,None,0,0,1,,0,,86,,,0,None
Assebroek,8310,Flanders,HOUSE,HOUSE,289000,,residential_sale,3,,None,0,0,1,,0,,122,,,0,None
Brugge,8000,Flanders,HOUSE,HOUSE,368500,,residential_sale,3,,None,0,0,0,,0,,160,,,0,None
Vilvoorde,1800,Flanders,HOUSE,HOUSE,398000,,residential_sale,3,,None,0,0,1,,0,,217,,,0,None
Knokke-Heist,8301,Flanders,HOUSE,HOUSE,1195000,,residential_sale,5,,None,0,0,0,,0,,157,,,0,None
Sint-Andries,8200,Flanders,APARTMENT,APARTMENT,240000,,residential_sale,2,,None,0,0,1,,0,,81,,,0,None
Roeselare,8800,Flanders,HOUSE,HOUSE,450000,,residential_sale,4,,None,0,0,0,,0,,184,,,0,None
Zwijndrecht,2070,Flanders,APARTMENT,APARTMENT,179000,,residential_sale,2,,None,0,0,0,,0,,83,,,0,None
Knokke-Heist,8300,Flanders,APARTMENT,APARTMENT,500000,,residential_sale,2,,None,0,0,0,,0,,75,,,0,None
Melsen,9820,Flanders,HOUSE,HOUSE,850000,,residential_sale,4,,None,0,0,0,,0,,240,,,0,None
Wijnegem,2110,Flanders,HOUSE,HOUSE,415000,,residential_sale,3,,None,0,0,0,,1,992,120,,,0,None
Tienen,3300,Flanders,HOUSE,HOUSE,415000,,residential_sale,5,,None,0,0,1,,0,,190,,,0,None
Peer,3990,Flanders,HOUSE,HOUSE,495000,,residential_sale,5,,None,0,0,0,,0,,181,,,0,None
Oostende,8400,Flanders,HOUSE,HOUSE,299000,,residential_sale,3,,None,0,0,1,,0,,,,,0,None
Olsene,9870,Flanders,HOUSE,HOUSE,345000,,residential_sale,3,,None,0,0,1,,0,,140,,,0,None
Waterloo,1410,Wallonie,APARTMENT,APARTMENT,499000,,residential_sale,2,,None,0,0,1,27,1,250,130,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,459000,,residential_sale,2,,None,0,0,1,,0,,82,,,0,None
Middelkerke,8430,Flanders,APARTMENT,APARTMENT,449000,,residential_sale,3,,None,0,0,0,,0,,118,,,0,None
Liege,4020,Wallonie,APARTMENT,APARTMENT,499000,1918,residential_sale,3,105,1,0,0,1,70,0,,281,,2,0,AS_NEW
Oostende,8400,Flanders,APARTMENT,APARTMENT,479000,,residential_sale,3,,None,0,0,1,,0,,106,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,449000,,residential_sale,3,,None,0,0,1,,0,,107,,,0,None
Waterloo,1410,Wallonie,APARTMENT,APARTMENT,449000,,residential_sale,2,,None,0,0,1,27,1,250,130,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,419000,,residential_sale,2,28,1,0,0,0,,0,,94,,,0,GOOD
Oostende,8400,Flanders,APARTMENT,APARTMENT,435000,,residential_sale,5,,None,0,0,1,130,0,,285,,,0,None
Gent,9000,Flanders,APARTMENT,APARTMENT,395000,1959,residential_sale,2,26,0,0,0,1,5,0,,95,,2,0,GOOD
Oostende,8400,Flanders,APARTMENT,APARTMENT,395000,,residential_sale,2,,None,0,0,1,,0,,85,,,0,None
OOSTDUINKERKE,8670,Flanders,APARTMENT,APARTMENT,375000,2019,residential_sale,1,22,0,1,1,1,27,0,,60,,4,0,AS_NEW
Antwerp,2000,Flanders,APARTMENT,APARTMENT,399000,,residential_sale,2,,None,0,0,1,30,0,,100,,,0,None
De Haan,8420,Flanders,APARTMENT,APARTMENT,425000,,residential_sale,2,,None,1,0,1,6,0,,89,,,0,None
Liège,4000,Wallonie,APARTMENT,APARTMENT,395000,,residential_sale,2,,None,0,1,0,,0,,,,,0,None
Hemiksem,2620,Flanders,APARTMENT,APARTMENT,349000,,residential_sale,4,,None,0,1,1,,0,,213,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,349000,,residential_sale,3,,None,0,0,1,,0,,128,,,0,None
Liège,4000,Wallonie,APARTMENT,APARTMENT,359000,,residential_sale,2,,None,0,0,1,10,0,,130,,,0,None
Elewijt,1982,Flanders,HOUSE,HOUSE,299500,,residential_sale,1,,None,0,0,0,,0,,,,,0,None
Beernem,8730,Flanders,HOUSE,HOUSE,525000,,residential_sale,5,,None,0,0,1,,0,,398,,,0,None
Ekeren,2180,Flanders,HOUSE,HOUSE,539000,,residential_sale,3,,None,0,1,1,20,1,97,164,,,0,None
Beerse,2340,Flanders,HOUSE,HOUSE,445000,,residential_sale,3,,None,0,0,0,,1,450,230,,,0,None
Tielt,8700,Flanders,HOUSE,HOUSE,200000,,residential_sale,5,,None,0,0,0,,1,,,,,0,None
Beerse,2340,Flanders,HOUSE,HOUSE,389000,,residential_sale,4,,None,0,0,0,,0,,,,,0,None
Tielt,8700,Flanders,HOUSE,HOUSE,55000,,residential_sale,2,,None,0,0,0,,1,,134,,,0,None
Houffalize,6660,Wallonie,HOUSE,HOUSE,359000,,residential_sale,4,35,0,0,0,1,60,0,,153,872,4,0,AS_NEW
SINT-TRUIDEN,3800,Flanders,HOUSE,HOUSE,340000,,residential_sale,2,,None,0,1,1,80,1,,365,,,0,None
Tielt,8700,Flanders,HOUSE,HOUSE,75000,,residential_sale,4,,None,0,0,0,,1,,140,,,0,None
Tielt,8700,Flanders,APARTMENT,APARTMENT,302746,,residential_sale,2,,None,0,0,1,13,1,,98,,,0,None
Deerlijk,8540,Flanders,HOUSE,HOUSE,390000,,residential_sale,3,,None,0,0,1,,0,,177,,,0,None
Tielt,8700,Flanders,APARTMENT,APARTMENT,253198,,residential_sale,1,,None,0,0,1,16,1,,74,,,0,None
Tielt,8700,Flanders,APARTMENT,APARTMENT,382560,,residential_sale,2,,None,0,0,1,17,1,,120,,,0,None
Tielt,8700,Flanders,APARTMENT,APARTMENT,370359,,residential_sale,2,,None,0,0,1,32,1,,112,,,0,None
Boom,2850,Flanders,APARTMENT,APARTMENT,115000,,residential_sale,1,,None,0,0,1,2,1,,40,,,0,None
Rance,6470,Wallonie,HOUSE,HOUSE,349000,,residential_sale,3,,None,0,0,0,,0,,420,,,0,None
Tielt,8700,Flanders,APARTMENT,APARTMENT,364384,,residential_sale,2,,None,0,0,1,30,1,,114,,,0,None
Tielt,8700,Flanders,APARTMENT,APARTMENT,341253,,residential_sale,2,,None,0,0,1,11,1,,103,,,0,None
Boom,2850,Flanders,APARTMENT,APARTMENT,249000,,residential_sale,2,,None,0,0,1,10,1,,81,,,0,None
Tielt,8700,Flanders,APARTMENT,APARTMENT,286290,,residential_sale,2,,None,0,0,1,26,1,,95,,,0,None
Haacht,3150,Flanders,HOUSE,HOUSE,360000,,residential_sale,3,,None,0,0,0,,1,,195,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,339000,,residential_sale,2,,None,1,0,1,,0,,93,,,0,None
Knokke-Heist,8300,Flanders,APARTMENT,APARTMENT,339000,,residential_sale,1,,None,0,0,0,,0,,83,,,0,None
Liège,4020,Wallonie,APARTMENT,APARTMENT,345000,,residential_sale,2,,None,0,1,1,50,0,,112,,,0,None
Ottignies,1340,Wallonie,APARTMENT,APARTMENT,345000,,residential_sale,2,,None,0,0,1,4,0,,96,,,0,None
Zaventem,1932,Flanders,APARTMENT,APARTMENT,330000,2008,residential_sale,2,25,1,0,0,0,,0,,105,,2,0,AS_NEW
Reet,2840,Flanders,HOUSE,HOUSE,1125000,,residential_sale,3,,None,0,0,1,,1,,326,,,1,None
Groot-Bijgaarden,1702,Flanders,APARTMENT,APARTMENT,335000,,residential_sale,2,,None,0,1,1,,1,,79,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,APARTMENT,APARTMENT,329000,,residential_sale,3,,None,0,0,1,10,0,,110,,,0,None
Oudenburg,8460,Flanders,APARTMENT,APARTMENT,319000,,residential_sale,2,33,1,0,0,1,10,1,,116,,,0,AS_NEW
Heist-aan-Zee,8301,Flanders,APARTMENT,APARTMENT,320000,,residential_sale,1,,None,0,0,0,,0,,68,,,0,None
Anvers,2000,Flanders,APARTMENT,APARTMENT,325000,,residential_sale,2,,None,0,0,1,1,0,,104,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,299000,,residential_sale,1,,None,0,0,1,4,0,,65,,,0,None
Aalst,9300,Flanders,APARTMENT,APARTMENT,297000,,residential_sale,2,45,1,0,0,1,15,1,,110,,,0,AS_NEW
Uccle,1180,Brussels,APARTMENT,APARTMENT,310000,,residential_sale,2,,None,0,0,0,,0,,100,,,0,None
Assebroek,8310,Flanders,APARTMENT,APARTMENT,295000,,residential_sale,1,,None,0,0,1,32,0,,104,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,295000,,residential_sale,2,,None,0,0,1,,0,,88,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,295000,,residential_sale,3,,None,0,0,1,28,0,,105,,,0,None
Wenduine,8420,Flanders,APARTMENT,APARTMENT,293000,,residential_sale,2,,None,0,0,1,3,0,,70,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,290000,,residential_sale,2,,None,0,0,1,6,0,,78,,,0,None
Saint-Gilles,1060,Brussels,APARTMENT,APARTMENT,290000,,residential_sale,2,,None,0,0,0,,0,,90,,,0,None
Saint-Gilles,1060,Brussels,APARTMENT,APARTMENT,285000,,residential_sale,2,,None,0,0,0,,0,,90,,,0,None
Forest,1190,Brussels,APARTMENT,APARTMENT,280000,,residential_sale,2,,None,0,1,1,15,0,,80,,,0,None
Saint-Gilles,1060,Brussels,APARTMENT,APARTMENT,289000,,residential_sale,2,,None,0,0,0,,0,,90,,,0,None
De Haan,8420,Flanders,APARTMENT,APARTMENT,279000,,residential_sale,2,,None,0,0,1,,1,,92,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,279000,,residential_sale,2,,None,0,0,0,,0,,85,,,0,None
MOERZEKE,9220,Flanders,HOUSE,HOUSE,720000,,residential_sale,3,,None,0,1,0,,1,,187,,,0,None
Antwerp,2000,Flanders,APARTMENT,APARTMENT,250000,,residential_sale,1,,None,0,0,0,,0,,43,,,0,None
Kortrijk,8500,Flanders,HOUSE,HOUSE,399000,,residential_sale,3,53,0,0,0,0,,1,,,0,,0,JUST_RENOVATED
Deurne,2100,Flanders,APARTMENT,APARTMENT,240000,1966,residential_sale,3,29,0,0,0,1,2,0,,89,,,0,AS_NEW
Ekeren,2180,Flanders,APARTMENT,APARTMENT,225000,,residential_sale,2,,None,0,0,1,4,0,,86,,,0,None
Walshoutem,3401,Flanders,HOUSE,HOUSE,230000,,residential_sale,3,,None,1,0,0,,0,,171,,,0,None
Kruibeke,9150,Flanders,HOUSE,HOUSE,259000,,residential_sale,3,,None,0,0,0,,0,,310,,,0,None
Hoevenen,2940,Flanders,APARTMENT,APARTMENT,189000,1975,residential_sale,2,38,0,0,0,1,2,1,,88,,,0,AS_NEW
Sint-Gillis-Waas,9170,Flanders,HOUSE,HOUSE,389000,,residential_sale,4,,None,0,0,1,25,0,,186,,,0,None
Stekene,9190,Flanders,HOUSE,HOUSE,699000,,residential_sale,3,,None,0,0,0,,0,,180,,,0,None
Forest,1190,Brussels,HOUSE,HOUSE,885000,,residential_sale,5,,None,0,0,0,,1,180,270,,,0,None
Zonhoven,3520,Flanders,APARTMENT,APARTMENT,449000,,residential_sale,2,,None,0,0,1,65,0,,140,,,0,None
Herk-de-Stad,3540,Flanders,HOUSE,HOUSE,220000,,residential_sale,2,,None,0,0,1,,0,,214,,,0,None
Buizingen (Halle),1500,Flanders,HOUSE,HOUSE,279000,,residential_sale,3,,None,0,0,0,,0,,156,,,0,None
Gistel,8470,Flanders,HOUSE,HOUSE,365000,,residential_sale,4,,None,0,0,0,,0,,199,,,0,None
Lembeek,1502,Flanders,HOUSE,HOUSE,265000,,residential_sale,2,,None,0,0,0,,0,,126,,,0,None
Zwalm,9630,Flanders,HOUSE,HOUSE,290000,,residential_sale,3,,None,0,0,0,,0,,,,,0,None
Zwevezele,8750,Flanders,HOUSE,HOUSE,351470,,residential_sale,3,,None,0,0,1,,0,,180,,,0,None
Nieuwpoort,8620,Flanders,HOUSE,HOUSE,335000,,residential_sale,3,,None,0,0,0,,0,,148,,,0,None
Willebroek,2830,Flanders,HOUSE,HOUSE,259000,1954,residential_sale,3,26,0,0,0,0,,1,70,110,194,,0,TO_RENOVATE
Sint-Niklaas,9100,Flanders,HOUSE,HOUSE,615000,,residential_sale,5,,None,0,0,0,,0,,,,,0,None
Gent,9000,Flanders,HOUSE,HOUSE,269900,,residential_sale,4,,None,0,0,0,,0,,149,,,0,None
Liège,4000,Wallonie,APARTMENT,APARTMENT,140000,,residential_sale,1,,None,0,1,1,5,0,,60,,,0,None
Huy,4500,Wallonie,APARTMENT,APARTMENT,109000,,residential_sale,1,,None,0,1,0,,0,,69,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,105000,,residential_sale,1,,None,1,0,0,,0,,41,,,0,None
GRAND-MANIL,5030,Wallonie,APARTMENT,APARTMENT,115000,1996,residential_sale,1,12,0,0,1,0,,0,,25,,2,0,GOOD
Herstal,4040,Wallonie,APARTMENT,APARTMENT,139000,,residential_sale,1,,None,0,1,1,10,0,,65,,,0,None
Andenne,5300,Wallonie,APARTMENT,APARTMENT,139000,,residential_sale,1,,None,0,0,0,,0,,62,,,0,None
Herstal,4040,Wallonie,APARTMENT,APARTMENT,105000,,residential_sale,1,,None,0,1,1,11,0,,52,,,0,None
Westende,8434,Flanders,APARTMENT,APARTMENT,99000,,residential_sale,1,,None,0,0,1,,0,,25,,,0,None
Wolkrange (Messancy),6780,Wallonie,HOUSE,HOUSE,399000,,residential_sale,4,,None,0,0,1,5,0,,106,,,0,None
Wetteren,9230,Flanders,APARTMENT,APARTMENT,410000,2023,residential_sale,3,47,0,0,0,1,12,1,,115,,,0,AS_NEW
Wevelgem,8560,Flanders,APARTMENT,APARTMENT,100000,,residential_sale,1,,None,0,0,1,,0,,35,,,0,None
Auderghem,1160,Brussels,HOUSE,HOUSE,519000,1938,residential_sale,4,29,0,0,1,0,,1,100,170,150,2,0,
Wetteren,9230,Flanders,APARTMENT,APARTMENT,420000,,residential_sale,3,,None,0,0,1,16,1,,134,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,485000,,residential_sale,2,,None,0,0,1,17,0,,107,,,0,None
Wetteren,9230,Flanders,APARTMENT,APARTMENT,340000,2023,residential_sale,2,35,0,0,0,1,13,1,,105,,,0,AS_NEW
Wetteren,9230,Flanders,APARTMENT,APARTMENT,330000,,residential_sale,2,,None,0,0,1,13,1,,103,,,0,None
Deinze,9800,Flanders,APARTMENT,APARTMENT,405500,2023,residential_sale,2,12,0,0,0,1,13,1,,93,,4,0,
Deinze,9800,Flanders,APARTMENT,APARTMENT,334370,2023,residential_sale,2,16,0,0,0,1,14,1,34,102,,2,0,
Knokke-Heist,8300,Flanders,HOUSE,HOUSE,1195000,,residential_sale,3,,None,0,0,1,,0,,218,,,0,None
Antwerp,2020,Flanders,APARTMENT,APARTMENT,265000,,residential_sale,3,,None,0,1,0,,0,,108,,,0,None
Etalle,6740,Wallonie,APARTMENT,APARTMENT,390782,,residential_sale,2,,None,0,0,1,10,0,,113,,,0,None
Herselt,2230,Flanders,APARTMENT,APARTMENT,234970,,residential_sale,1,,None,0,0,1,15,0,,77,,,0,None
Huldenberg,3040,Flanders,HOUSE,HOUSE,595000,2015,residential_sale,3,60,1,0,0,1,,0,,260,412,3,0,AS_NEW
Hasselt,3500,Flanders,APARTMENT,APARTMENT,737569,,residential_sale,2,,None,0,0,1,36,0,,137,,,0,None
Herselt,2230,Flanders,APARTMENT,APARTMENT,289045,,residential_sale,1,,None,0,0,1,20,0,,93,,,0,None
Hasselt,3500,Flanders,APARTMENT,APARTMENT,399750,,residential_sale,2,,None,0,0,1,10,0,,100,,,0,None
Herselt,2230,Flanders,APARTMENT,APARTMENT,335610,,residential_sale,2,,None,0,0,1,12,0,,116,,,0,None
Nieuwerkerken Kozen,3850,Flanders,HOUSE,HOUSE,314936,,residential_sale,3,,None,0,0,0,,1,442,140,,,0,None
Aubange,6790,Wallonie,HOUSE,HOUSE,450000,1974,residential_sale,5,20,0,0,0,1,,1,3100,240,3600,4,0,GOOD
Zonhoven,3520,Flanders,HOUSE,HOUSE,338050,,residential_sale,3,,None,0,0,0,,1,345,148,,,0,None
Brugge,8310,Flanders,APARTMENT,APARTMENT,379000,,residential_sale,2,,None,0,0,1,,0,,83,,,0,None
Everberg,3078,Flanders,HOUSE,HOUSE,415000,,residential_sale,3,,None,0,0,1,,0,,130,,,0,None
Kortenberg Erps-Kwerps,3071,Flanders,HOUSE,HOUSE,379000,,residential_sale,4,,None,0,0,1,,0,,225,,,0,None
Beringen,3583,Flanders,HOUSE,HOUSE,299000,1983,residential_sale,3,34,0,0,0,1,,0,,241,640,4,0,GOOD
Deurne,2100,Flanders,HOUSE,HOUSE,216000,,residential_sale,4,,None,0,1,0,,0,,140,,,0,None
Waterloo,1410,Wallonie,APARTMENT,APARTMENT,849700,,residential_sale,3,,None,0,0,1,16,0,,157,,,0,None
Watermael-Boitsfort,1170,Brussels,APARTMENT,APARTMENT,359000,1978,residential_sale,2,40,0,0,0,1,15,0,,95,,2,1,TO_BE_DONE_UP
Rhode-Saint-Genèse,1640,Flanders,HOUSE,HOUSE,2590000,2011,residential_sale,5,82,1,0,0,1,,0,,600,1900,4,1,GOOD
Mouscron,7700,Wallonie,HOUSE,HOUSE,209000,1930,residential_sale,3,27,0,0,1,1,10,1,58,112,119,2,0,JUST_RENOVATED
Kortrijk,8500,Flanders,APARTMENT,APARTMENT,590000,,residential_sale,2,,None,0,0,1,10,0,,123,,,0,None
